,Station ID,ANNAN,BANQIAO,CAILIAO,CHANGHUA,CHAOZHOU,CHIAYI,DALI,DALIAO,DAYUAN,DONGSHAN,DOULIU,ERLIN,FENGSHAN,FENGYUAN,FUGUEICAPE,FUXING,GUANSHAN,GUANYIN,GUTING,HENGCHUN,HSINCHU,HUALIEN,HUKOU,KEELUNG,LINKOU,LINYUAN,LONGTAN,LUNBEI,MAGONG,MAILIAO,MEINONG,MIAOLI,NANTOU,NANZI,PINGTUNG,PINGZHEN,PULI,PUZI,QIANJIN,QIANZHEN,QIAOTOU,RENWU,SANYI,SHALU,SHANHUA,SHILIN,SONGSHAN,TAINAN,TAITUNG,TAIXI,TAMSUI,TAOYUAN,TOUFEN,TUCHENG,WANHUA,WANLI,XIANXI,XIAOGANG,XINDIAN,XINGANG,XINYING,XINZHUANG,XITUN,XIZHI,YANGMING,YILAN,YONGHE,ZHONGLI,ZHONGMING,ZHONGSHAN,ZHUDONG,ZHUSHAN,ZUOYING
10,2013/01/08 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
11,2013/01/09 00:00:00,33.2353,26.5882,21.2941,30.7059,14.5882,22.3529,29.7647,13.0000,39.7647,30.8235,27.2353,33.8235,-99999.0000,27.2941,-99999.0000,-99999.0000,38.4706,-99999.0000,27.0000,47.5882,31.1765,30.0000,40.0588,38.6471,35.0000,13.6471,35.4706,36.5882,-99999.0000,-99999.0000,13.8824,29.5882,23.2353,15.6471,15.7500,28.2353,22.0588,32.1176,19.0000,-99999.0000,-99999.0000,13.0000,31.3529,37.7647,29.1765,35.2941,32.5294,28.0588,33.1176,43.4118,40.0000,31.8824,33.2353,31.4118,23.7647,48.0000,38.5625,10.1176,-99999.0000,35.2353,31.6875,-99999.0000,33.6471,32.2353,-99999.0000,30.1765,-99999.0000,-99999.0000,-99999.0000,-99999.0000,35.1176,22.3529,17.5294
12,2013/01/10 00:00:00,40.0435,33.7083,25.3043,32.2083,20.7917,34.8696,32.0417,18.2174,37.1667,31.9583,37.8333,32.7500,-99999.0000,30.8333,-99999.0000,-99999.0000,35.7917,-99999.0000,36.1304,46.4583,36.8750,34.7500,38.2500,39.2500,34.5652,21.0833,36.3750,36.3750,-99999.0000,-99999.0000,22.3333,34.5833,40.2500,25.9565,23.3750,34.0833,24.0833,36.4583,23.1250,-99999.0000,-99999.0000,20.7917,34.0000,37.1250,34.4348,37.7083,36.2083,33.7500,33.8333,46.5833,40.7500,32.1250,37.3750,35.2917,29.5652,48.3750,37.7727,11.2083,-99999.0000,36.6667,30.7917,-99999.0000,36.2083,35.7083,-99999.0000,32.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,40.5833,41.2917,26.1667
13,2013/01/11 00:00:00,37.6667,30.9167,24.8750,42.8333,39.2083,28.7500,41.5417,31.6667,40.7826,26.9167,31.8261,39.7083,-99999.0000,40.4167,-99999.0000,-99999.0000,32.5417,-99999.0000,33.3333,47.0000,45.3333,33.0417,44.5833,38.0833,39.7500,34.3333,36.3750,43.8750,-99999.0000,-99999.0000,28.3913,41.6250,35.7083,25.2083,30.2917,38.4583,33.2083,40.3750,26.1667,-99999.0000,-99999.0000,20.8696,41.7500,47.6250,28.8696,38.5652,34.6667,32.4167,31.5833,46.5833,41.7917,33.6250,44.5000,35.6250,25.4348,47.4167,46.3478,26.5833,-99999.0000,40.8750,30.4348,-99999.0000,46.4167,34.0417,-99999.0000,34.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,46.3333,43.1739,27.3750
14,2013/01/12 00:00:00,38.3750,20.0833,15.5000,33.7391,40.0833,34.7500,31.4167,43.1667,42.7500,21.2083,34.3333,33.1250,-99999.0000,30.5000,-99999.0000,-99999.0000,30.2500,-99999.0000,21.4167,41.3750,36.8333,20.7500,40.7500,38.3333,41.3333,33.7083,28.2917,36.5000,-99999.0000,-99999.0000,37.7826,34.5833,31.7500,34.8333,41.9167,32.4167,39.3333,35.4167,33.0833,-99999.0000,-99999.0000,29.7083,35.1364,38.8750,34.9583,23.4167,31.6667,35.7778,30.9167,45.9583,41.4167,30.9167,39.4583,26.5217,14.6667,47.9583,41.2917,30.6667,-99999.0000,36.9167,36.2083,-99999.0000,37.8333,33.7500,-99999.0000,24.6087,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.8333,40.6250,35.2500
15,2013/01/13 00:00:00,36.8750,34.0833,25.3333,31.4167,29.5833,26.8750,29.0870,27.3750,43.4167,31.2917,27.4348,30.7917,-99999.0000,30.9167,-99999.0000,-99999.0000,27.2083,-99999.0000,29.8750,45.2500,33.0417,27.6957,38.3750,33.0000,39.4167,27.9167,32.6667,33.5000,-99999.0000,-99999.0000,30.6667,31.9583,21.9565,28.4583,26.7083,35.2500,30.5833,34.2083,31.0000,-99999.0000,-99999.0000,28.1667,35.2083,36.8750,29.0417,34.7500,31.9583,37.0000,35.2500,40.7500,37.4167,36.0833,34.5833,-99999.0000,25.2500,45.0870,36.8261,29.0833,-99999.0000,31.6667,31.6957,-99999.0000,34.9167,33.5417,-99999.0000,36.2500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.9167,31.4167,30.8333
16,2013/01/14 00:00:00,56.9583,42.6250,33.6250,47.1250,54.9583,51.0417,48.4167,46.3913,48.0833,42.9167,55.0000,44.7083,-99999.0000,48.2917,-99999.0000,-99999.0000,40.4167,-99999.0000,43.9167,56.0833,45.4583,44.2500,47.3333,-99999.0000,47.3333,59.0000,49.9583,46.0833,-99999.0000,-99999.0000,50.0833,40.2500,51.5417,56.8750,54.2500,41.3333,46.6250,48.2083,56.2917,-99999.0000,-99999.0000,51.3750,49.7917,50.0000,50.6522,45.8333,47.4583,55.1250,47.1667,57.2083,47.4583,42.2500,46.2083,46.2917,36.2500,61.2083,49.0435,43.7083,-99999.0000,51.2500,50.2609,-99999.0000,51.0833,41.7917,-99999.0000,41.1667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,48.5833,60.3043,57.1667
17,2013/01/15 00:00:00,80.8750,49.6667,36.6250,64.3478,79.8333,64.5833,65.3333,77.7500,49.8750,40.2083,69.8333,64.2083,-99999.0000,68.3043,-99999.0000,-99999.0000,47.0417,-99999.0000,48.1250,57.0417,64.8333,52.2500,66.5417,50.1739,53.9583,78.4583,69.8750,69.0417,-99999.0000,-99999.0000,72.7500,58.7083,68.2917,82.7500,72.0000,61.5417,62.0833,66.2500,73.7083,-99999.0000,-99999.0000,70.3333,65.6667,66.6250,71.0833,50.7500,51.1250,79.7917,48.4167,68.5833,-99999.0000,59.1250,63.0833,56.2917,37.7500,58.5833,68.9583,66.7083,37.0000,64.5000,65.4583,-99999.0000,64.3333,44.7500,-99999.0000,50.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,64.7917,72.6250,79.5833
18,2013/01/16 00:00:00,95.0000,52.0000,39.0000,73.0000,92.0000,75.0000,78.0000,92.0000,51.0000,41.0000,83.0000,74.0000,-99999.0000,79.0000,-99999.0000,-99999.0000,48.0000,-99999.0000,48.0000,56.0000,71.0000,55.0000,72.0000,51.0000,57.0000,90.0000,75.0000,79.0000,-99999.0000,-99999.0000,86.0000,68.0000,82.0000,98.0000,86.0000,66.0000,76.0000,78.0000,85.0000,-99999.0000,-99999.0000,82.0000,71.0000,76.0000,83.0000,52.0000,53.0000,93.0000,49.0000,78.0000,-99999.0000,64.0000,70.0000,59.0000,38.0000,57.0000,79.0000,85.0000,37.0000,74.0000,76.0000,-99999.0000,74.0000,49.0000,-99999.0000,53.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,72.0000,86.0000,94.0000
19,2013/01/17 00:00:00,65.4583,43.1250,32.7917,50.5417,76.4167,58.4737,51.5833,74.2917,49.5417,38.5000,59.2500,49.2083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,47.8261,-99999.0000,43.5000,55.7500,49.9167,51.0833,53.8333,48.9167,52.4000,76.0417,49.0833,54.3750,-99999.0000,-99999.0000,72.6250,46.9167,49.8750,71.2083,69.0417,45.5000,65.1667,54.4167,67.5833,-99999.0000,-99999.0000,65.5417,49.2917,52.0833,61.7083,48.9583,48.7917,57.4167,50.2500,59.3333,49.8571,44.7917,50.3158,45.9375,38.5417,57.4167,53.5000,66.4583,-99999.0000,55.1667,61.2917,-99999.0000,51.1250,44.8696,-99999.0000,43.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,51.9167,67.0000,70.5000
20,2013/01/18 00:00:00,55.3333,38.6522,24.9167,42.8696,64.7391,47.4583,48.1250,60.6667,40.3333,33.2500,54.5833,39.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,42.5000,-99999.0000,37.6667,50.1304,40.6250,39.3750,43.0000,42.0417,40.9583,61.8750,42.9167,44.6667,-99999.0000,-99999.0000,60.2917,38.2917,52.6250,59.1250,63.5000,38.2083,55.1667,47.3333,57.5417,-99999.0000,-99999.0000,52.0833,42.8750,45.6667,50.2917,41.5833,36.1667,51.4583,42.0000,52.0833,42.4167,37.0833,41.6818,38.3333,30.2500,50.0833,43.8750,53.6250,-99999.0000,50.4583,50.0417,-99999.0000,45.5833,33.0000,-99999.0000,37.4545,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.7917,57.8333,55.3750
21,2013/01/19 00:00:00,61.5417,38.2917,26.9565,46.6667,73.1667,60.2500,64.8333,76.3913,42.4167,34.4167,66.1667,45.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,41.5417,-99999.0000,39.2083,50.3529,52.8333,40.7917,58.6250,40.5000,41.5000,80.8750,52.2083,53.6667,-99999.0000,-99999.0000,68.8333,43.8333,59.1250,70.3333,67.4583,45.6667,66.0417,58.5000,68.0833,-99999.0000,-99999.0000,64.2917,58.5833,52.1250,58.6250,41.9565,41.7500,57.1667,43.3333,52.2083,43.8333,37.8333,50.0417,42.0417,30.7917,47.4167,47.9545,71.5417,-99999.0000,59.9583,64.1250,-99999.0000,55.8333,39.3500,-99999.0000,38.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,57.8333,72.1250,72.7500
22,2013/01/20 00:00:00,63.5000,45.0000,33.5000,53.8824,79.0435,49.7917,53.3333,82.3333,58.7083,30.7083,59.1250,44.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.2917,-99999.0000,43.1250,-99999.0000,47.7083,36.4583,54.2917,49.7917,56.1250,82.8750,59.2083,52.7917,-99999.0000,-99999.0000,60.8333,40.5000,55.8333,62.6667,59.9167,53.2500,61.9167,53.9167,67.6250,-99999.0000,-99999.0000,62.3750,52.4167,55.2500,51.6667,50.6250,45.2500,59.3333,38.4583,58.8333,58.7083,43.6667,49.1250,50.3333,38.4583,60.5000,55.6667,75.5833,-99999.0000,53.1250,53.4348,-99999.0000,52.0417,37.0833,-99999.0000,35.1304,-99999.0000,-99999.0000,-99999.0000,-99999.0000,53.2917,63.8750,70.8750
23,2013/01/21 00:00:00,70.0417,44.1667,-99999.0000,47.3333,67.5417,63.6667,49.6667,67.2083,40.3750,15.2083,55.2083,42.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,35.5833,-99999.0000,44.2083,-99999.0000,38.2917,34.3913,36.0833,30.1304,35.5000,77.6667,43.9583,-99999.0000,-99999.0000,-99999.0000,63.0000,30.2917,73.7083,74.0833,59.1304,31.4583,68.2083,65.9167,70.2083,-99999.0000,-99999.0000,62.2083,42.7083,38.1667,61.5833,36.4167,35.4167,66.9583,34.1667,62.2500,39.5000,18.3750,40.3750,56.8750,33.9565,41.1875,38.2500,69.8333,-99999.0000,76.3333,66.6522,-99999.0000,37.9167,17.2917,-99999.0000,27.1667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.7917,77.1250,72.2917
24,2013/01/22 00:00:00,62.0417,21.7917,21.1250,27.5417,71.9167,40.0417,43.5417,78.0000,35.0000,31.5000,56.0833,27.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,35.2917,-99999.0000,18.8824,50.2941,23.7083,44.4583,29.9167,30.6957,33.4583,85.8750,30.2917,-99999.0000,-99999.0000,-99999.0000,70.4167,18.6250,48.1250,68.2083,66.3750,24.0000,77.0000,42.2917,74.5417,-99999.0000,-99999.0000,64.8333,31.5417,30.5833,52.9583,31.2609,28.3750,58.7500,36.5000,40.2083,34.0833,26.3750,25.5833,27.2500,22.2917,40.8333,30.0417,65.3043,-99999.0000,47.5000,52.1250,-99999.0000,36.4167,24.3750,-99999.0000,32.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,36.2500,72.0000,73.7083
25,2013/01/23 00:00:00,48.8333,35.7826,26.4167,30.5217,81.7500,47.5000,32.6667,78.0833,38.0833,33.1250,49.2500,30.9130,-99999.0000,-99999.0000,-99999.0000,-99999.0000,43.8333,-99999.0000,32.5333,48.8333,30.6250,32.5417,37.1739,40.3750,38.9167,71.3333,32.3529,33.5417,-99999.0000,-99999.0000,65.4583,24.9583,41.2500,56.9130,67.4167,31.8333,63.5000,37.7083,55.0833,-99999.0000,-99999.0000,53.3913,24.6667,33.3333,43.5000,38.0417,36.5652,46.1667,42.7500,47.4583,36.7917,32.8750,28.1667,-99999.0000,30.7500,50.2917,33.2917,66.0833,-99999.0000,38.1739,43.9583,-99999.0000,30.9583,33.6250,-99999.0000,33.4167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,31.7500,60.5417,53.0417
26,2013/01/24 00:00:00,55.4348,61.7391,38.5417,48.9565,53.6667,50.7083,52.6250,50.2083,54.7917,30.3750,53.4348,46.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,42.7083,-99999.0000,56.0833,50.1250,54.2500,26.6667,57.0000,53.5000,56.5000,49.2083,60.8667,55.7083,-99999.0000,-99999.0000,53.1739,45.7083,59.3750,42.7500,44.9167,56.0833,68.2917,57.2500,46.1667,-99999.0000,-99999.0000,40.8696,48.0455,55.4583,49.3750,56.1250,55.4583,50.7917,42.8333,67.6250,56.8750,52.5417,50.2500,61.3750,45.2917,61.7083,53.9583,37.8750,-99999.0000,54.9167,54.6957,-99999.0000,52.1667,46.7500,-99999.0000,46.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,59.9583,64.8333,51.4583
27,2013/01/25 00:00:00,64.1667,43.5417,31.5000,48.4167,69.5000,52.8261,43.0417,68.9167,50.5000,38.0870,56.4583,47.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.0000,-99999.0000,47.5417,53.9167,46.0833,42.1250,49.0417,50.2083,44.5000,74.0000,49.3333,52.9583,-99999.0000,-99999.0000,58.3333,45.3478,48.0000,65.6667,63.6667,48.1250,53.4167,55.7083,60.4167,-99999.0000,-99999.0000,58.0417,46.7917,52.7083,56.5652,51.6250,49.4167,61.6667,39.9583,65.1667,52.2917,48.1667,46.2500,48.2083,38.4583,61.3333,54.4348,60.0417,-99999.0000,56.7500,59.9583,-99999.0000,50.3333,43.8750,-99999.0000,46.5217,-99999.0000,-99999.0000,-99999.0000,-99999.0000,48.6250,56.9583,65.5000
28,2013/01/26 00:00:00,62.3478,41.2083,28.9583,45.3750,64.3750,46.6667,43.7083,71.3478,44.5833,36.8333,48.0000,45.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,45.5833,-99999.0000,41.7083,84.2083,42.4167,44.0000,47.1667,43.2174,25.2917,65.1667,42.3333,49.7500,-99999.0000,-99999.0000,59.9583,39.7083,48.9167,63.9583,59.0417,41.9167,58.9167,52.6250,59.6667,-99999.0000,-99999.0000,62.2500,39.2500,48.6250,54.2500,46.6667,44.7917,58.8333,52.9167,60.9583,45.8750,41.1250,42.3810,43.7500,34.5000,54.9583,50.8333,64.7500,-99999.0000,51.5000,52.9130,-99999.0000,45.1250,38.0000,-99999.0000,45.6667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,40.9583,48.8750,64.1667
29,2013/01/27 00:00:00,61.3500,43.7500,34.9565,54.1304,63.0870,53.1739,50.1364,64.3333,52.8696,38.1818,54.7391,50.2273,-99999.0000,-99999.0000,-99999.0000,-99999.0000,51.1304,-99999.0000,45.2174,56.9091,52.0909,53.1667,50.8636,52.7500,33.4545,63.0000,52.0870,54.8261,-99999.0000,-99999.0000,58.1818,52.9130,47.5217,61.5000,61.4348,46.6364,45.3478,56.0909,57.6818,-99999.0000,-99999.0000,54.7619,55.1429,57.7083,54.3333,52.5455,47.0455,58.4091,46.5652,67.3913,55.7273,44.2609,54.6957,46.6364,38.2174,61.0500,54.4091,54.8636,-99999.0000,56.4091,56.7727,-99999.0000,55.7619,45.4545,-99999.0000,43.4545,-99999.0000,-99999.0000,-99999.0000,-99999.0000,56.8696,53.3636,56.0000
