,Station ID,XCNAQ507,XCNAQ2901,XCNAQ508,XCNAQ2900,XCNAQ1934,CN_1269A,XCNAQ1930,XCNAQ1933,XCNAQ1935,XCNAQ1936,XCNAQ1932,XCNAQ1928,CN_1267A,XCNAQ1937,CN_1268A,XCNAQ1931,XCNAQ1929,XCNAQ503,XCNAQ504,XCNAQ1920,XCNAQ1927,XCNAQ1924,XCNAQ1923,CN_1256A,XCNAQ1921,XCNAQ1919,XCNAQ1926,XCNAQ1922,XCNAQ1925,CN_1257A,CN_1255A,XCNAQ1903,XCNAQ1207,XCNAQ1900,CN_1253A,XCNAQ1906,XCNAQ1905,XCNAQ1899,CN_1252A,XCNAQ1897,XCNAQ2879,XCNAQ1898,CN_1254A,XCNAQ1902,XCNAQ1904,XCNAQ1901,XCNAQ1880,XCNAQ1206,CN_1235A,CN_1237A,CN_1234A,CN_1240A,XCNAQ1882,XCNAQ1877,XCNAQ1878,XCNAQ1874,CN_1238A,CN_1241A,XCNAQ1881,XCNAQ1876,XCNAQ1883,XCNAQ1875,CN_1239A,XCNAQ1879,CN_1236A,XCNAQ509,XCNAQ510,XCNAQ2899,CN_1226A,CN_1231A,CN_1233A,CN_1225A,CN_1227A,CN_1230A,CN_1232A,CN_1229A,XCNAQ1871,XCNAQ1870,CN_1228A,CN_1223A,XCNAQ1872,XCNAQ1873,CN_1224A,XCNAQ1885,XCNAQ1894,XCNAQ1884,CN_1243A,XCNAQ1890,XCNAQ1892,CN_1245A,XCNAQ1896,XCNAQ1887,XCNAQ1895,XCNAQ1888,XCNAQ1886,CN_1242A,XCNAQ1891,XCNAQ1893,XCNAQ1889,CN_1244A,XCNAQ1909,XCNAQ1208,CN_1251A,XCNAQ1209,CN_1249A,CN_1250A,XCNAQ1911,XCNAQ1908,XCNAQ1907,XCNAQ1910,XCNAQ1942,XCNAQ1944,XCNAQ1938,CN_1247A,XCNAQ1940,XCNAQ1945,CN_1248A,XCNAQ1939,XCNAQ1210,CN_1246A,XCNAQ1941,CN_1260A,CN_1258A,XCNAQ1917,XCNAQ1918,CN_1259A,XCNAQ1916,CN_1265A,XCNAQ1913,XCNAQ1914,XCNAQ1912,XCNAQ1915,CN_1264A,CN_1266A,XCNAQ505,XCNAQ506,XCNAQ2898,XCNAQ1954,XCNAQ1951,XCNAQ1952,CN_1262A,XCNAQ1947,CN_1261A,XCNAQ1957,XCNAQ1946,XCNAQ1953,XCNAQ1948,XCNAQ1218,XCNAQ1955,XCNAQ1949,CN_1263A,XCNAQ1956
396,2014/01/29 00:00:00,27.5510,-99999.0000,36.4685,-99999.0000,-99999.0000,26.3088,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,28.0390,-99999.0000,39.0860,-99999.0000,-99999.0000,34.5830,33.9175,-99999.0000,-99999.0000,-99999.0000,-99999.0000,28.9929,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.3034,-99999.0000,-99999.0000,-99999.0000,18.8332,-99999.0000,-99999.0000,-99999.0000,15.0177,-99999.0000,-99999.0000,-99999.0000,24.0018,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,19.8314,22.0053,21.4286,25.0887,-99999.0000,-99999.0000,-99999.0000,-99999.0000,21.8279,23.3807,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.0231,-99999.0000,-99999.0000,-99999.0000,19.8536,-99999.0000,10.0488,10.5263,8.5778,36.2245,8.2298,13.3984,13.5537,3.3718,-99999.0000,-99999.0000,5.1908,10.4481,-99999.0000,-99999.0000,10.1375,-99999.0000,-99999.0000,-99999.0000,19.9444,-99999.0000,-99999.0000,20.4081,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,16.1713,-99999.0000,-99999.0000,-99999.0000,21.5617,-99999.0000,-99999.0000,8.4738,-99999.0000,13.2189,18.1633,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,20.9183,-99999.0000,-99999.0000,12.8438,-99999.0000,-99999.0000,15.1065,-99999.0000,24.0240,26.7968,-99999.0000,-99999.0000,35.4703,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.2959,6.7214,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,31.7718,-99999.0000,16.3487,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,35.4037,-99999.0000
397,2014/01/30 00:00:00,-99999.0000,-99999.0000,46.5987,-99999.0000,-99999.0000,33.6734,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.4660,-99999.0000,32.7593,-99999.0000,-99999.0000,36.3308,32.1854,-99999.0000,-99999.0000,-99999.0000,-99999.0000,28.5502,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.2795,26.4668,-99999.0000,-99999.0000,-99999.0000,30.3997,-99999.0000,-99999.0000,-99999.0000,30.3108,-99999.0000,-99999.0000,-99999.0000,39.6016,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,31.3563,31.8878,30.5485,43.4525,-99999.0000,-99999.0000,-99999.0000,-99999.0000,31.7602,28.1888,-99999.0000,-99999.0000,-99999.0000,-99999.0000,45.4933,-99999.0000,32.3529,-99999.0000,26.5770,-99999.0000,27.6573,29.9745,27.5935,37.0348,20.0042,18.9909,32.0791,14.8597,-99999.0000,-99999.0000,14.6429,32.3342,-99999.0000,-99999.0000,20.7695,-99999.0000,-99999.0000,-99999.0000,24.2711,-99999.0000,-99999.0000,21.6412,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,22.0462,-99999.0000,-99999.0000,-99999.0000,27.6786,-99999.0000,-99999.0000,21.9813,-99999.0000,27.9762,29.2274,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,34.3537,-99999.0000,-99999.0000,24.4898,-99999.0000,-99999.0000,28.1038,-99999.0000,29.5068,36.6922,-99999.0000,-99999.0000,42.1983,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.7707,9.0986,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.7619,-99999.0000,17.0918,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,34.0986,-99999.0000
398,2014/01/31 00:00:00,-99999.0000,-99999.0000,39.8278,-99999.0000,-99999.0000,36.0744,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,36.8481,-99999.0000,37.5567,-99999.0000,-99999.0000,48.7528,47.9308,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.8753,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.6531,31.7744,-99999.0000,-99999.0000,-99999.0000,39.2291,-99999.0000,-99999.0000,-99999.0000,40.8163,-99999.0000,-99999.0000,-99999.0000,55.2438,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,39.5408,47.3356,47.9876,50.5952,-99999.0000,-99999.0000,-99999.0000,-99999.0000,47.1939,42.2336,-99999.0000,-99999.0000,-99999.0000,-99999.0000,51.1621,-99999.0000,61.7061,-99999.0000,22.8911,-99999.0000,23.7245,25.0268,22.3356,-99999.0000,-99999.0000,-99999.0000,30.7539,7.7948,-99999.0000,-99999.0000,8.3134,26.3606,-99999.0000,-99999.0000,15.4195,-99999.0000,-99999.0000,-99999.0000,27.0975,-99999.0000,-99999.0000,28.4864,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,21.5419,-99999.0000,-99999.0000,-99999.0000,25.2834,-99999.0000,-99999.0000,23.9796,-99999.0000,32.0578,30.4138,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,45.1247,-99999.0000,-99999.0000,28.1746,-99999.0000,-99999.0000,31.6327,-99999.0000,45.1531,50.8787,-99999.0000,-99999.0000,51.1905,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.6451,8.7018,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,47.5850,-99999.0000,25.2268,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,49.5465,-99999.0000
399,2014/02/01 00:00:00,29.2369,-99999.0000,47.8039,-99999.0000,-99999.0000,27.2627,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.5031,-99999.0000,34.9600,-99999.0000,-99999.0000,41.9033,37.7329,-99999.0000,-99999.0000,-99999.0000,-99999.0000,25.2218,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,24.0905,29.7915,-99999.0000,-99999.0000,-99999.0000,33.0523,-99999.0000,-99999.0000,-99999.0000,29.6614,-99999.0000,-99999.0000,-99999.0000,47.1826,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,25.7653,27.6619,14.0195,31.7436,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.4179,23.5581,-99999.0000,-99999.0000,-99999.0000,-99999.0000,40.4170,-99999.0000,35.6034,-99999.0000,21.7391,-99999.0000,28.1278,31.5598,27.3070,-99999.0000,26.6234,19.9907,33.3185,9.1393,-99999.0000,-99999.0000,13.6868,33.1411,-99999.0000,-99999.0000,25.9317,-99999.0000,-99999.0000,-99999.0000,21.8045,-99999.0000,-99999.0000,19.3877,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,16.0019,-99999.0000,-99999.0000,-99999.0000,23.6690,-99999.0000,-99999.0000,21.9831,-99999.0000,30.1464,27.8616,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.0552,-99999.0000,-99999.0000,28.5049,-99999.0000,-99999.0000,-99999.0000,-99999.0000,19.7449,17.9015,-99999.0000,-99999.0000,21.4951,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.2405,14.2857,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,35.8928,-99999.0000,18.5448,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,40.0621,-99999.0000
400,2014/02/02 00:00:00,21.9620,-99999.0000,29.9397,-99999.0000,-99999.0000,28.2700,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,28.8729,-99999.0000,34.7866,-99999.0000,-99999.0000,40.0278,35.8534,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.5742,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.5195,33.7199,-99999.0000,-99999.0000,-99999.0000,11.2709,-99999.0000,-99999.0000,-99999.0000,11.0097,-99999.0000,-99999.0000,-99999.0000,16.1410,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,15.4685,21.9620,31.4935,31.6790,-99999.0000,-99999.0000,-99999.0000,-99999.0000,22.2171,19.0399,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.8386,-99999.0000,31.2152,-99999.0000,22.2866,-99999.0000,14.1697,12.0825,11.6187,-99999.0000,7.3372,11.0097,16.0848,6.5167,-99999.0000,-99999.0000,7.6530,14.1698,-99999.0000,-99999.0000,8.9054,-99999.0000,-99999.0000,-99999.0000,29.4527,-99999.0000,-99999.0000,31.3312,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,25.6030,-99999.0000,-99999.0000,-99999.0000,31.1456,-99999.0000,-99999.0000,6.0297,-99999.0000,6.7254,8.2328,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,19.3646,-99999.0000,-99999.0000,13.4276,-99999.0000,-99999.0000,-99999.0000,-99999.0000,23.8868,29.0120,-99999.0000,-99999.0000,34.6475,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.3803,7.2588,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.6855,-99999.0000,17.2542,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.6160,-99999.0000
401,2014/02/03 00:00:00,29.1038,-99999.0000,36.1357,-99999.0000,-99999.0000,34.4499,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,38.3319,-99999.0000,36.1801,-99999.0000,-99999.0000,24.9778,22.2493,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.2316,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.6753,30.5901,-99999.0000,-99999.0000,-99999.0000,32.4587,-99999.0000,-99999.0000,-99999.0000,33.4517,-99999.0000,-99999.0000,-99999.0000,41.9255,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.1908,37.7107,33.4960,38.7533,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.0985,33.3186,-99999.0000,-99999.0000,-99999.0000,-99999.0000,38.1100,-99999.0000,46.0291,-99999.0000,27.6397,-99999.0000,18.8997,22.6930,21.0293,22.5128,17.7240,16.7258,24.7116,16.6815,-99999.0000,-99999.0000,14.1304,24.2014,-99999.0000,-99999.0000,26.1979,-99999.0000,-99999.0000,-99999.0000,28.9929,-99999.0000,-99999.0000,31.0115,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.1517,-99999.0000,-99999.0000,-99999.0000,32.9193,-99999.0000,-99999.0000,25.6211,-99999.0000,34.4055,33.5847,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,28.9263,-99999.0000,-99999.0000,17.5511,-99999.0000,-99999.0000,19.5919,-99999.0000,35.0044,39.3744,-99999.0000,-99999.0000,41.6149,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,24.9113,5.3460,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,23.0701,-99999.0000,12.4667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,26.4796,-99999.0000
402,2014/02/04 00:00:00,34.6939,-99999.0000,47.0117,-99999.0000,-99999.0000,37.5608,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,36.3217,-99999.0000,35.6414,-99999.0000,-99999.0000,35.3499,35.6657,-99999.0000,-99999.0000,-99999.0000,-99999.0000,36.9290,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.5121,35.8600,-99999.0000,-99999.0000,-99999.0000,37.4150,-99999.0000,-99999.0000,-99999.0000,37.7065,-99999.0000,-99999.0000,-99999.0000,46.9388,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.9806,36.2974,34.8154,37.3664,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.8309,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.2935,-99999.0000,45.2138,-99999.0000,31.8999,-99999.0000,25.8503,34.3051,35.7629,34.6301,27.7454,30.9767,34.1351,25.8503,-99999.0000,-99999.0000,21.5500,34.8640,-99999.0000,-99999.0000,37.9738,-99999.0000,-99999.0000,-99999.0000,31.9485,-99999.0000,-99999.0000,34.1351,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,31.2925,-99999.0000,-99999.0000,-99999.0000,35.2770,-99999.0000,-99999.0000,26.5792,-99999.0000,40.2818,38.4111,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,40.8406,-99999.0000,-99999.0000,27.5996,-99999.0000,-99999.0000,28.4500,-99999.0000,33.0175,38.7998,-99999.0000,-99999.0000,41.3994,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.6647,5.8309,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.2158,-99999.0000,15.1603,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,35.7629,-99999.0000
403,2014/02/05 00:00:00,28.1888,-99999.0000,38.4141,-99999.0000,-99999.0000,32.7381,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.0791,-99999.0000,32.7593,-99999.0000,-99999.0000,24.8299,29.1667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.4022,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.3172,27.3384,-99999.0000,-99999.0000,-99999.0000,25.5315,-99999.0000,-99999.0000,-99999.0000,29.0573,-99999.0000,-99999.0000,-99999.0000,36.2032,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,17.6233,15.1998,27.9549,19.6003,-99999.0000,-99999.0000,-99999.0000,-99999.0000,15.3486,13.3673,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.2959,-99999.0000,30.3997,-99999.0000,22.4915,-99999.0000,16.8668,24.4473,19.1539,-99999.0000,14.4558,17.5170,19.7492,13.1725,-99999.0000,-99999.0000,11.6497,20.1743,-99999.0000,-99999.0000,19.0689,-99999.0000,-99999.0000,-99999.0000,18.9504,-99999.0000,-99999.0000,21.5348,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,17.8359,-99999.0000,-99999.0000,-99999.0000,17.1981,-99999.0000,-99999.0000,16.5391,-99999.0000,25.5740,23.1080,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,22.3002,-99999.0000,-99999.0000,13.3503,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.3155,33.8648,-99999.0000,-99999.0000,38.5204,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,24.0221,6.3988,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,23.8095,-99999.0000,12.6488,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,25.8928,-99999.0000
404,2014/02/06 00:00:00,24.2115,-99999.0000,36.8970,-99999.0000,-99999.0000,29.4295,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,26.9944,-99999.0000,26.7625,-99999.0000,-99999.0000,16.4425,14.0074,-99999.0000,-99999.0000,-99999.0000,-99999.0000,20.1067,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,18.5297,17.1150,-99999.0000,-99999.0000,-99999.0000,21.8228,-99999.0000,-99999.0000,-99999.0000,21.3822,-99999.0000,-99999.0000,-99999.0000,28.1418,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,7.1660,16.1410,18.6456,13.0566,-99999.0000,-99999.0000,-99999.0000,-99999.0000,7.1769,13.7987,-99999.0000,-99999.0000,-99999.0000,-99999.0000,10.1577,-99999.0000,36.2709,-99999.0000,18.3442,-99999.0000,11.9666,15.1438,13.9379,-99999.0000,10.1577,14.3321,-99999.0000,6.1456,-99999.0000,-99999.0000,7.8317,13.0566,-99999.0000,-99999.0000,16.7440,-99999.0000,-99999.0000,-99999.0000,14.5089,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,11.9290,-99999.0000,-99999.0000,-99999.0000,16.5120,-99999.0000,-99999.0000,20.9184,-99999.0000,28.5482,27.5742,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,19.0167,-99999.0000,-99999.0000,13.4972,-99999.0000,-99999.0000,-99999.0000,-99999.0000,31.0993,35.1113,-99999.0000,-99999.0000,38.3813,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,16.1410,5.5427,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,15.2597,-99999.0000,7.8386,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,17.2078,-99999.0000
405,2014/02/07 00:00:00,31.4200,-99999.0000,38.7330,-99999.0000,-99999.0000,20.0042,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,14.5621,-99999.0000,15.2636,-99999.0000,-99999.0000,22.5128,19.3453,-99999.0000,-99999.0000,-99999.0000,-99999.0000,14.8172,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,16.6241,17.3895,-99999.0000,-99999.0000,-99999.0000,23.1292,-99999.0000,-99999.0000,-99999.0000,20.4507,-99999.0000,-99999.0000,-99999.0000,30.5910,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,14.8385,23.9371,22.6828,23.2355,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,20.0042,-99999.0000,-99999.0000,-99999.0000,-99999.0000,23.7458,-99999.0000,24.3410,-99999.0000,25.0638,-99999.0000,16.5391,17.5808,23.1505,-99999.0000,17.1981,18.8988,-99999.0000,12.7764,-99999.0000,-99999.0000,11.3095,21.3648,-99999.0000,-99999.0000,26.0629,-99999.0000,-99999.0000,-99999.0000,10.2608,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,10.2466,-99999.0000,-99999.0000,-99999.0000,8.8648,-99999.0000,-99999.0000,18.1335,-99999.0000,26.2500,22.7679,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,24.7024,-99999.0000,-99999.0000,17.3044,-99999.0000,-99999.0000,16.7904,-99999.0000,26.6157,29.4217,-99999.0000,-99999.0000,34.7425,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,7.6743,5.1020,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,17.5170,-99999.0000,7.8231,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,20.3444,-99999.0000
406,2014/02/08 00:00:00,31.3350,-99999.0000,38.7330,-99999.0000,-99999.0000,28.6352,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.6318,-99999.0000,32.2704,-99999.0000,-99999.0000,25.7986,25.1488,-99999.0000,-99999.0000,-99999.0000,-99999.0000,26.6582,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,26.1692,25.4890,-99999.0000,-99999.0000,-99999.0000,30.9099,-99999.0000,-99999.0000,-99999.0000,31.4201,-99999.0000,-99999.0000,-99999.0000,39.4345,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,21.5774,30.1020,31.8878,31.8027,-99999.0000,-99999.0000,-99999.0000,-99999.0000,26.0204,24.8087,-99999.0000,-99999.0000,-99999.0000,-99999.0000,31.4413,-99999.0000,38.4992,-99999.0000,25.7228,-99999.0000,19.2420,28.8478,24.8725,-99999.0000,18.8350,23.8520,-99999.0000,16.8792,-99999.0000,-99999.0000,16.4541,28.2313,-99999.0000,-99999.0000,30.4209,-99999.0000,-99999.0000,-99999.0000,19.8661,-99999.0000,-99999.0000,22.4933,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,20.0680,-99999.0000,-99999.0000,-99999.0000,23.3418,-99999.0000,-99999.0000,22.4915,-99999.0000,36.0544,34.1412,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.8461,-99999.0000,-99999.0000,21.0884,-99999.0000,-99999.0000,21.1947,-99999.0000,33.5247,36.2458,-99999.0000,-99999.0000,41.6581,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,19.5153,4.8044,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,22.3099,-99999.0000,9.7789,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,26.5093,-99999.0000
407,2014/02/09 00:00:00,28.9263,-99999.0000,37.3558,-99999.0000,-99999.0000,21.8944,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,23.4472,-99999.0000,26.7747,-99999.0000,-99999.0000,26.5084,26.9299,-99999.0000,-99999.0000,-99999.0000,-99999.0000,26.5971,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,25.1109,24.1793,-99999.0000,-99999.0000,-99999.0000,25.9095,-99999.0000,-99999.0000,-99999.0000,26.9965,-99999.0000,-99999.0000,-99999.0000,35.4037,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,18.7152,32.3203,39.0417,33.8287,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.3683,27.6620,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.0967,-99999.0000,41.8367,-99999.0000,29.8580,-99999.0000,17.5909,24.9113,24.7782,-99999.0000,16.4374,9.0336,-99999.0000,14.1356,-99999.0000,-99999.0000,11.6681,26.2866,-99999.0000,-99999.0000,25.6433,-99999.0000,-99999.0000,-99999.0000,19.7205,-99999.0000,-99999.0000,24.3123,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,21.5987,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,17.9680,-99999.0000,31.4996,27.6176,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,25.9760,-99999.0000,-99999.0000,17.9237,-99999.0000,-99999.0000,-99999.0000,-99999.0000,34.0062,37.9326,-99999.0000,-99999.0000,41.3709,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,21.0071,4.5918,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,23.6247,-99999.0000,9.1171,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,28.1056,-99999.0000
