,Station ID,ANNAN,BANQIAO,CAILIAO,CHANGHUA,CHAOZHOU,CHIAYI,DALI,DALIAO,DATONG,DAYUAN,DONGSHAN,DOULIU,ERLIN,FENGSHAN,FENGYUAN,FUGUEICAPE,FUXING,GUANSHAN,GUANYIN,GUTING,HENGCHUN,HSINCHU,HUALIEN,HUKOU,KEELUNG,LINKOU,LINYUAN,LONGTAN,LUNBEI,MAGONG,MAILIAO,MEINONG,MIAOLI,NANTOU,NANZI,PINGTUNG,PINGZHEN,PULI,PUZI,QIANJIN,QIANZHEN,QIAOTOU,RENWU,SANCHONG,SANYI,SHALU,SHANHUA,SHILIN,SONGSHAN,TAINAN,TAITUNG,TAIXI,TAMSUI,TAOYUAN,TOUFEN,TUCHENG,WANHUA,WANLI,XIANXI,XIAOGANG,XINDIAN,XINGANG,XINYING,XINZHUANG,XITUN,XIZHI,YANGMING,YILAN,YONGHE,ZHONGLI,ZHONGMING,ZHONGSHAN,ZHUDONG,ZHUSHAN,ZUOYING
10,2013/01/08 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
11,2013/01/09 00:00:00,53.9412,24.4118,25.0588,25.5882,60.1176,38.4706,13.0588,49.7647,-99999.0000,33.0000,14.3529,34.7059,43.2353,-99999.0000,29.3529,-99999.0000,-99999.0000,14.7647,-99999.0000,32.8235,14.0000,29.8824,10.7647,27.0588,19.9412,-99999.0000,38.5294,41.1176,46.2353,-99999.0000,-99999.0000,44.2941,26.0000,31.0000,61.5294,53.2500,36.3529,15.9412,68.5294,60.6471,-99999.0000,-99999.0000,58.0588,-99999.0000,14.1765,20.0588,40.0000,25.1765,19.3529,44.5294,16.1765,54.0000,22.2941,16.6471,28.0000,19.5294,23.9412,42.5294,25.8125,57.3529,-99999.0000,41.4118,54.2500,-99999.0000,34.7059,18.8235,-99999.0000,16.1176,-99999.0000,-99999.0000,-99999.0000,-99999.0000,15.0588,30.5294,56.3529
12,2013/01/10 00:00:00,56.6957,32.7083,31.8696,28.0417,61.0417,48.2609,19.9583,49.4348,-99999.0000,36.0000,19.3750,43.5417,53.2917,-99999.0000,34.5000,-99999.0000,-99999.0000,15.0000,-99999.0000,44.5652,14.5833,31.8750,11.9583,31.5833,29.4167,23.8261,40.6250,41.5833,46.5000,-99999.0000,-99999.0000,40.8750,29.1667,37.2917,63.7826,48.2083,43.6667,19.9167,62.6250,65.7917,-99999.0000,-99999.0000,60.3750,-99999.0000,22.6667,26.3750,51.1739,27.5833,29.0833,51.3750,21.0417,61.7500,23.6250,28.5417,31.0417,27.0833,36.0435,60.8750,36.8182,58.9583,-99999.0000,51.0417,63.8750,-99999.0000,39.5833,31.0417,-99999.0000,19.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,17.3750,37.2917,62.6250
13,2013/01/11 00:00:00,65.1667,28.1667,29.6250,39.4583,85.3333,61.4167,35.0417,75.1667,-99999.0000,32.6522,15.2917,58.3043,54.0000,-99999.0000,40.5000,-99999.0000,-99999.0000,15.9167,-99999.0000,39.2917,14.5833,31.2917,13.9167,31.3750,24.7917,20.5417,58.5417,43.7500,51.5833,-99999.0000,-99999.0000,56.2609,34.7917,48.6250,88.7083,72.7083,41.5000,32.5833,76.9583,88.6250,-99999.0000,-99999.0000,82.2609,-99999.0000,20.6667,33.0417,64.3043,29.3913,27.2917,65.0833,23.4583,43.5833,21.6250,29.8333,31.9583,22.4583,34.9565,44.5417,40.6087,77.9583,-99999.0000,61.8333,74.6522,-99999.0000,47.2917,27.0833,-99999.0000,19.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,24.8333,51.6087,81.6667
14,2013/01/12 00:00:00,70.2500,24.7500,27.6250,41.0000,84.0000,60.7500,30.9583,74.6250,-99999.0000,27.3750,15.1250,58.4167,50.2500,-99999.0000,38.4583,-99999.0000,-99999.0000,12.6250,-99999.0000,33.0833,12.8333,29.5000,13.1250,25.5833,14.9583,12.0417,49.9167,44.0417,54.2917,-99999.0000,-99999.0000,56.5217,36.7917,49.1667,82.1250,78.2500,36.7083,27.0417,86.0000,85.1667,-99999.0000,-99999.0000,80.9583,-99999.0000,16.4091,34.2083,66.0833,29.8750,14.8750,72.7222,18.3333,36.7917,18.8750,25.2917,31.2083,24.2174,-99999.0000,33.2500,39.9583,76.7917,-99999.0000,59.8333,75.9167,-99999.0000,49.1250,15.8750,-99999.0000,18.6087,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.1250,48.0417,79.7917
15,2013/01/13 00:00:00,49.7500,21.8333,23.1250,21.9167,66.7917,37.0833,17.5217,49.1667,-99999.0000,23.1667,15.7500,38.4348,37.1667,-99999.0000,30.8750,-99999.0000,-99999.0000,9.6250,-99999.0000,30.3333,35.2917,22.3750,13.7826,19.9167,13.0000,11.0833,31.8750,36.5000,33.7083,-99999.0000,-99999.0000,35.5833,21.0833,32.6957,55.1667,80.9583,27.5000,24.6250,54.5000,55.7917,-99999.0000,-99999.0000,55.3333,-99999.0000,10.4167,20.5417,48.1667,28.3333,17.5833,45.6087,12.5833,24.4583,22.4583,19.1667,23.7083,17.3333,25.4167,21.8261,23.6522,54.8333,-99999.0000,39.2500,55.5652,-99999.0000,35.9167,16.5000,-99999.0000,14.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,13.9583,26.2083,54.6250
16,2013/01/14 00:00:00,55.2500,41.2500,41.3333,36.5833,67.1667,48.9583,28.0000,54.0870,-99999.0000,40.9167,37.1667,54.4583,47.0000,-99999.0000,41.7917,-99999.0000,-99999.0000,30.0833,-99999.0000,49.0833,55.0000,42.8750,38.7500,40.5833,36.7917,32.9167,33.7391,51.6000,55.4583,-99999.0000,-99999.0000,37.0000,37.3333,41.7917,58.1667,74.1250,54.9583,25.0417,70.8333,56.4583,-99999.0000,-99999.0000,52.8333,-99999.0000,28.9167,34.2083,51.8261,43.8750,42.1250,49.0417,38.5417,44.6667,40.7917,37.0417,39.0833,37.7917,42.0833,72.6667,36.6957,52.3750,-99999.0000,56.2917,64.7391,-99999.0000,47.5417,38.2083,-99999.0000,37.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.0417,31.0870,58.0000
17,2013/01/15 00:00:00,102.0833,53.3750,53.7083,63.4783,87.4583,88.1250,54.3750,102.7917,-99999.0000,53.0000,59.4167,92.5000,86.2083,-99999.0000,66.8696,-99999.0000,-99999.0000,40.0417,-99999.0000,58.2500,43.0000,56.7500,45.5417,58.1250,38.1739,42.1250,62.1250,65.0000,75.8750,-99999.0000,-99999.0000,63.1250,58.6667,61.6250,117.9583,90.7083,72.2500,35.2917,110.9583,112.4167,-99999.0000,-99999.0000,107.8750,-99999.0000,51.9167,62.3333,88.8333,54.0417,54.1667,101.3750,48.9167,71.8750,48.0417,53.2500,49.8333,50.0833,51.1250,71.2083,64.8333,88.6250,26.0000,97.7917,115.1667,-99999.0000,71.5833,49.5417,-99999.0000,57.3750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,43.9583,52.5417,106.7083
18,2013/01/16 00:00:00,103.0000,48.0000,47.0000,66.0000,84.0000,88.0000,53.0000,104.0000,-99999.0000,49.0000,58.0000,95.0000,91.0000,-99999.0000,73.0000,-99999.0000,-99999.0000,36.0000,-99999.0000,52.0000,39.0000,54.0000,42.0000,55.0000,33.0000,37.0000,61.0000,65.0000,72.0000,-99999.0000,-99999.0000,61.0000,61.0000,63.0000,121.0000,88.0000,69.0000,35.0000,106.0000,115.0000,-99999.0000,-99999.0000,111.0000,-99999.0000,56.0000,67.0000,90.0000,46.0000,49.0000,104.0000,48.0000,71.0000,43.0000,49.0000,49.0000,46.0000,44.0000,58.0000,66.0000,83.0000,26.0000,97.0000,118.0000,-99999.0000,74.0000,43.0000,-99999.0000,57.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,47.0000,56.0000,108.0000
19,2013/01/17 00:00:00,125.4583,68.1250,60.4167,74.7500,104.5000,103.4167,59.4167,102.6667,-99999.0000,72.6667,44.4167,99.3333,96.1667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,31.7826,-99999.0000,66.5000,31.9583,82.2917,35.6250,76.7500,50.6667,68.1304,78.0417,86.5000,147.2083,-99999.0000,-99999.0000,84.1250,76.9167,79.6667,134.9167,94.7500,95.3750,54.7500,154.4583,145.1667,-99999.0000,-99999.0000,125.0417,-99999.0000,57.7500,74.9167,109.5417,59.8333,56.0833,115.0833,36.7500,101.7917,69.7500,68.7500,79.8750,66.3333,59.4583,91.4167,84.6250,112.8333,-99999.0000,117.7917,125.5833,-99999.0000,89.5000,59.8696,-99999.0000,44.1667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,60.7917,65.3333,123.1250
20,2013/01/18 00:00:00,84.1667,48.0000,43.7917,47.0870,107.8261,79.6250,43.4583,94.2917,-99999.0000,42.5000,43.9583,69.4167,60.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.8333,-99999.0000,46.0833,23.7391,45.0000,32.0833,44.3333,31.7083,40.2917,60.6250,52.7917,65.7500,-99999.0000,-99999.0000,81.5417,44.0000,65.3333,102.2500,97.8333,53.8750,63.5417,91.4167,96.4583,-99999.0000,-99999.0000,94.3750,-99999.0000,32.9167,39.4583,77.0000,46.6667,43.1250,83.4583,32.1250,60.9167,39.8750,43.9583,46.0909,37.7083,43.9583,67.6250,56.7917,88.3333,-99999.0000,82.4167,90.9167,-99999.0000,52.6667,41.3750,-99999.0000,40.8636,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.4167,55.4167,91.2917
21,2013/01/19 00:00:00,89.5833,36.1667,28.7826,68.5000,107.4583,89.8333,68.4583,96.0435,-99999.0000,30.4167,26.2500,81.2083,68.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,22.1250,-99999.0000,33.3333,19.9412,49.7917,23.0833,48.2917,15.6250,26.6667,63.2083,55.9583,69.2500,-99999.0000,-99999.0000,78.0833,55.5833,75.6667,107.9583,91.9167,51.4583,65.7083,110.0833,105.2917,-99999.0000,-99999.0000,96.8333,-99999.0000,49.1667,57.8750,83.7500,28.1739,21.6667,93.0417,25.3750,46.4167,21.5833,36.7083,46.6667,27.7917,24.5833,22.3750,58.5909,89.3750,-99999.0000,94.8333,102.6250,-99999.0000,73.4167,19.5000,-99999.0000,28.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.3750,72.2917,92.5833
22,2013/01/20 00:00:00,104.5833,68.1304,57.4583,79.8235,97.1304,106.8333,76.3750,93.5000,-99999.0000,62.9167,30.0417,105.0000,95.2500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,23.8750,-99999.0000,52.0000,-99999.0000,80.2917,19.2917,75.0417,32.3750,41.0000,62.7083,85.7500,91.7500,-99999.0000,-99999.0000,68.9167,74.5417,85.8333,118.0417,87.8750,79.5833,55.2083,121.2083,124.6250,-99999.0000,-99999.0000,110.7083,-99999.0000,47.7917,87.5833,97.6250,60.0000,27.2500,105.0000,22.9583,52.9167,47.6250,65.4583,73.2083,58.6667,48.4167,45.0833,83.6250,96.2083,-99999.0000,122.4583,121.1304,-99999.0000,106.5417,34.3333,-99999.0000,31.2609,-99999.0000,-99999.0000,-99999.0000,-99999.0000,62.2500,66.5000,113.0000
23,2013/01/21 00:00:00,107.9167,73.3750,59.2778,93.4348,79.0833,105.4583,84.5000,86.3333,-99999.0000,52.2083,37.4167,111.6957,110.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,17.6667,-99999.0000,58.2500,-99999.0000,74.4167,17.1739,67.3333,27.7391,32.1667,58.0833,81.0000,-99999.0000,-99999.0000,-99999.0000,63.0417,79.8750,87.5417,126.0833,70.6957,65.2500,54.8750,122.9583,116.1250,-99999.0000,-99999.0000,114.6667,-99999.0000,52.2083,93.0000,99.8333,53.8750,35.3750,107.2500,23.7083,70.5833,38.1667,61.0833,78.2917,65.8750,60.0435,25.0417,86.9583,81.4583,-99999.0000,129.5000,126.0435,-99999.0000,120.0417,42.3750,-99999.0000,34.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,59.2500,73.2500,113.0417
24,2013/01/22 00:00:00,135.7083,53.3043,47.7083,95.2917,100.4167,123.0417,79.4167,125.3913,-99999.0000,61.2917,45.0833,107.5000,108.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.7083,-99999.0000,59.0000,22.2941,80.4167,30.7083,65.7083,33.0870,54.8750,90.2083,90.3333,130.0526,-99999.0000,-99999.0000,87.9167,98.5000,93.1667,161.0000,105.1250,71.2500,55.8750,136.7917,163.9167,-99999.0000,-99999.0000,145.1250,-99999.0000,63.5833,92.3333,121.9583,41.1739,42.6667,134.1667,32.0833,75.9583,45.2917,55.8333,83.3750,54.6667,45.1667,69.4583,96.3333,135.2174,-99999.0000,147.0000,148.5417,-99999.0000,109.9167,43.2500,-99999.0000,43.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,46.8750,91.9583,151.5833
25,2013/01/23 00:00:00,108.6250,55.5217,49.7083,73.0870,128.7917,105.2083,57.6667,120.1667,-99999.0000,52.7083,47.0833,90.6667,80.1304,-99999.0000,-99999.0000,-99999.0000,-99999.0000,21.0417,-99999.0000,62.2609,16.8750,67.0833,25.7917,61.3913,43.6667,56.3333,79.5417,67.4118,92.6667,-99999.0000,-99999.0000,95.5417,75.3333,87.3333,155.1304,114.8333,63.5833,59.4583,116.2500,163.5833,-99999.0000,-99999.0000,152.8261,-99999.0000,52.3750,73.2083,102.1250,50.2083,52.4348,103.5417,29.5000,57.7917,46.8333,48.1667,71.2083,61.8125,52.5417,74.0833,74.2500,144.6250,-99999.0000,106.9565,126.2500,-99999.0000,80.6250,53.1667,-99999.0000,51.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.6250,92.1250,135.4167
26,2013/01/24 00:00:00,139.3043,104.4783,96.9167,108.2174,144.0833,144.0417,104.5833,148.2917,-99999.0000,93.7083,91.8750,129.8696,127.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,34.1667,-99999.0000,103.7083,21.7083,102.7917,36.5833,98.1667,77.6667,94.6250,92.6250,119.3913,128.9167,-99999.0000,-99999.0000,125.6957,109.0833,117.9583,187.4583,125.5417,105.3333,78.6250,142.0000,191.0000,-99999.0000,-99999.0000,172.9130,-99999.0000,81.5455,106.4583,128.2917,98.5417,95.8333,139.0833,34.7083,89.2500,84.7500,88.0417,105.8333,101.3750,96.1250,98.0833,108.7500,163.5000,-99999.0000,164.2917,158.3478,-99999.0000,119.3750,90.6667,-99999.0000,91.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,88.4167,117.4583,160.0833
27,2013/01/25 00:00:00,152.2500,98.4167,92.3750,104.0000,183.9583,139.9565,102.5000,145.4167,-99999.0000,97.0417,81.2609,125.5000,122.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,45.0417,-99999.0000,100.1667,22.7917,102.6250,47.2083,100.5833,77.2083,94.5000,106.7083,105.1250,135.5000,-99999.0000,-99999.0000,134.8333,105.6957,116.1250,183.1250,154.8333,108.7500,84.6667,159.5000,195.5833,-99999.0000,-99999.0000,169.4167,-99999.0000,84.5833,98.5417,136.6522,88.4167,100.7083,141.6667,41.3333,101.9583,85.3750,89.2083,108.2917,92.2083,97.2083,122.1250,113.3478,164.5417,-99999.0000,154.3750,160.7917,-99999.0000,114.8333,97.7083,-99999.0000,79.0870,-99999.0000,-99999.0000,-99999.0000,-99999.0000,83.6667,113.6250,162.3333
28,2013/01/26 00:00:00,113.5652,42.9583,41.0417,77.7083,155.5000,121.0417,97.8750,123.6522,-99999.0000,39.6667,30.9583,104.4167,86.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.3750,-99999.0000,47.3333,47.0000,53.0417,37.1250,48.5000,31.7391,39.5417,89.9167,64.0000,88.5833,-99999.0000,-99999.0000,111.7500,64.5833,102.9167,151.3333,119.9167,59.2917,90.8333,106.2500,155.8750,-99999.0000,-99999.0000,142.0833,-99999.0000,58.7500,67.5833,111.2500,43.5833,40.2500,105.6250,42.7500,62.7083,34.9167,45.9167,59.4286,38.8333,50.4167,53.8333,65.7083,128.4167,-99999.0000,116.8333,131.1739,-99999.0000,95.3333,40.5833,-99999.0000,37.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,50.7083,102.1667,135.0833
