"Wind, lat=22.3147, lon=114.2233 [KT_A]"
"Station: KT_A"
"Time Period (UTC+8): 20100101-20171231"
"Time","Height","m/s","Degree","Source","Status","Details"
2010/01/05 18:00:00,25.0000,3.7000,146.9000,"AQMIS",0,0
2010/01/05 19:00:00,25.0000,3.2000,146.8000,"AQMIS",0,0
2010/01/05 20:00:00,25.0000,2.9000,146.5000,"AQMIS",0,0
2010/01/05 21:00:00,25.0000,3.2000,148.4000,"AQMIS",0,0
2010/01/05 22:00:00,25.0000,3.0000,149.0000,"AQMIS",0,0
2010/01/05 23:00:00,25.0000,3.2000,150.5000,"AQMIS",0,0
2010/01/06 00:00:00,25.0000,3.1000,148.7000,"AQMIS",0,0
2010/01/06 01:00:00,25.0000,3.0000,145.9000,"AQMIS",0,0
2010/01/06 02:00:00,25.0000,2.4000,146.3000,"AQMIS",0,0
2010/01/06 03:00:00,25.0000,2.1000,152.7000,"AQMIS",0,0
2010/01/06 04:00:00,25.0000,1.6000,161.0000,"AQMIS",0,0
2010/01/06 05:00:00,25.0000,2.3000,149.8000,"AQMIS",0,0
2010/01/06 06:00:00,25.0000,1.0000,166.2000,"AQMIS",0,0
2010/01/06 07:00:00,25.0000,1.6000,151.9000,"AQMIS",0,0
2010/01/06 08:00:00,25.0000,2.1000,149.8000,"AQMIS",0,0
2010/01/06 09:00:00,25.0000,2.0000,150.8000,"AQMIS",0,0
2010/01/06 10:00:00,25.0000,2.2000,149.6000,"AQMIS",0,0
2010/01/06 11:00:00,-99999,-99999,-99999,"None",-99999,-99999
2010/01/06 12:00:00,25.0000,1.2000,148.9000,"AQMIS",0,0
2010/01/06 13:00:00,-99999,-99999,-99999,"None",-99999,-99999
2010/01/06 14:00:00,25.0000,0.5000,126.9000,"AQMIS",0,0
2010/01/06 15:00:00,25.0000,0.2000,123.6000,"AQMIS",0,0
2010/01/06 16:00:00,25.0000,0.3000,153.8000,"AQMIS",0,0
2010/01/06 17:00:00,25.0000,0.7000,150.4000,"AQMIS",0,0
2010/01/06 18:00:00,25.0000,1.0000,142.8000,"AQMIS",0,0
2010/01/06 19:00:00,25.0000,1.0000,139.6000,"AQMIS",0,0
2010/01/06 20:00:00,25.0000,0.6000,50.8000,"AQMIS",0,0
2010/01/06 21:00:00,25.0000,1.0000,148.4000,"AQMIS",0,0
2010/01/06 22:00:00,-99999,-99999,-99999,"None",-99999,-99999
2010/01/06 23:00:00,25.0000,1.1000,152.8000,"AQMIS",0,0
2010/01/07 00:00:00,25.0000,0.9000,283.3000,"AQMIS",0,0
2010/01/07 01:00:00,25.0000,1.1000,280.6000,"AQMIS",0,0
2010/01/07 02:00:00,25.0000,1.1000,239.7000,"AQMIS",0,0
2010/01/07 03:00:00,25.0000,1.2000,288.6000,"AQMIS",0,0
2010/01/07 04:00:00,25.0000,1.1000,318.2000,"AQMIS",0,0
2010/01/07 05:00:00,25.0000,1.1000,305.2000,"AQMIS",0,0
2010/01/07 06:00:00,25.0000,2.3000,318.7000,"AQMIS",0,0
2010/01/07 07:00:00,25.0000,1.5000,315.6000,"AQMIS",0,0
2010/01/07 08:00:00,25.0000,1.2000,321.6000,"AQMIS",0,0
2010/01/07 09:00:00,25.0000,1.7000,317.5000,"AQMIS",0,0
2010/01/07 10:00:00,25.0000,1.2000,311.2000,"AQMIS",0,0
2010/01/07 11:00:00,25.0000,1.4000,320.5000,"AQMIS",0,0
2010/01/07 12:00:00,25.0000,1.2000,311.6000,"AQMIS",0,0
2010/01/07 13:00:00,25.0000,1.2000,308.8000,"AQMIS",0,0
2010/01/07 14:00:00,25.0000,1.0000,292.8000,"AQMIS",0,0
2010/01/07 15:00:00,25.0000,1.2000,317.0000,"AQMIS",0,0
2010/01/07 16:00:00,25.0000,1.4000,326.3000,"AQMIS",0,0
2010/01/07 17:00:00,25.0000,1.3000,318.2000,"AQMIS",0,0
2010/01/07 18:00:00,25.0000,0.7000,318.9000,"AQMIS",0,0
2010/01/07 19:00:00,25.0000,0.9000,288.5000,"AQMIS",0,0
2010/01/07 20:00:00,25.0000,1.4000,319.3000,"AQMIS",0,0
2010/01/07 21:00:00,25.0000,1.2000,324.5000,"AQMIS",0,0
2010/01/07 22:00:00,25.0000,1.0000,312.8000,"AQMIS",0,0
2010/01/07 23:00:00,25.0000,0.7000,311.7000,"AQMIS",0,0
2010/01/08 00:00:00,25.0000,0.9000,314.5000,"AQMIS",0,0
2010/01/08 01:00:00,25.0000,1.0000,296.7000,"AQMIS",0,0
2010/01/08 02:00:00,25.0000,0.4000,294.4000,"AQMIS",0,0
2010/01/08 03:00:00,25.0000,0.9000,277.5000,"AQMIS",0,0
2010/01/08 04:00:00,25.0000,0.9000,219.7000,"AQMIS",0,0
2010/01/08 05:00:00,25.0000,0.9000,152.3000,"AQMIS",0,0
2010/01/08 06:00:00,25.0000,0.9000,137.7000,"AQMIS",0,0
2010/01/08 07:00:00,25.0000,0.8000,296.2000,"AQMIS",0,0
2010/01/08 08:00:00,25.0000,0.5000,146.4000,"AQMIS",0,0
2010/01/08 09:00:00,25.0000,0.6000,168.2000,"AQMIS",0,0
2010/01/08 10:00:00,25.0000,0.6000,138.8000,"AQMIS",0,0
2010/01/08 11:00:00,25.0000,0.7000,302.0000,"AQMIS",0,0
2010/01/08 12:00:00,25.0000,0.2000,72.8000,"AQMIS",0,0
2010/01/08 13:00:00,25.0000,0.3000,293.8000,"AQMIS",0,0
2010/01/08 14:00:00,25.0000,0.8000,313.7000,"AQMIS",0,0
2010/01/08 15:00:00,25.0000,0.9000,346.3000,"AQMIS",0,0
2010/01/08 16:00:00,25.0000,0.7000,352.6000,"AQMIS",0,0
2010/01/08 17:00:00,25.0000,0.7000,22.0000,"AQMIS",0,0
2010/01/08 18:00:00,25.0000,0.7000,54.6000,"AQMIS",0,0
2010/01/08 19:00:00,25.0000,0.7000,106.0000,"AQMIS",0,0
2010/01/08 20:00:00,25.0000,0.8000,346.7000,"AQMIS",0,0
2010/01/08 21:00:00,25.0000,0.9000,346.9000,"AQMIS",0,0
2010/01/08 22:00:00,25.0000,0.6000,304.3000,"AQMIS",0,0
2010/01/08 23:00:00,25.0000,0.7000,334.2000,"AQMIS",0,0
2010/01/09 00:00:00,25.0000,0.5000,256.6000,"AQMIS",0,0
2010/01/09 01:00:00,25.0000,0.6000,233.6000,"AQMIS",0,0
2010/01/09 02:00:00,25.0000,1.0000,176.0000,"AQMIS",0,0
2010/01/09 03:00:00,25.0000,1.3000,158.5000,"AQMIS",0,0
2010/01/09 04:00:00,25.0000,1.1000,163.4000,"AQMIS",0,0
2010/01/09 05:00:00,25.0000,1.4000,155.6000,"AQMIS",0,0
2010/01/09 06:00:00,25.0000,1.8000,154.5000,"AQMIS",0,0
2010/01/09 07:00:00,-99999,-99999,-99999,"None",-99999,-99999
2010/01/09 08:00:00,25.0000,2.4000,149.5000,"AQMIS",0,0
2010/01/09 09:00:00,25.0000,2.5000,149.4000,"AQMIS",0,0
2010/01/09 10:00:00,25.0000,2.9000,147.2000,"AQMIS",0,0
2010/01/09 11:00:00,25.0000,2.9000,151.8000,"AQMIS",0,0
2010/01/09 12:00:00,25.0000,2.1000,150.6000,"AQMIS",0,0
2010/01/09 13:00:00,25.0000,2.7000,153.9000,"AQMIS",0,0
2010/01/09 14:00:00,25.0000,2.0000,152.6000,"AQMIS",0,0
2010/01/09 15:00:00,25.0000,1.7000,149.5000,"AQMIS",0,0
2010/01/09 16:00:00,25.0000,2.4000,152.3000,"AQMIS",0,0
2010/01/09 17:00:00,25.0000,2.2000,147.6000,"AQMIS",0,0
2010/01/09 18:00:00,25.0000,1.5000,146.5000,"AQMIS",0,0
2010/01/09 19:00:00,25.0000,1.6000,150.5000,"AQMIS",0,0
2010/01/09 20:00:00,25.0000,1.3000,156.2000,"AQMIS",0,0
2010/01/09 21:00:00,25.0000,1.4000,149.0000,"AQMIS",0,0
2010/01/09 22:00:00,25.0000,1.8000,151.1000,"AQMIS",0,0
2010/01/09 23:00:00,25.0000,1.5000,156.6000,"AQMIS",0,0
2010/01/10 00:00:00,25.0000,1.4000,163.7000,"AQMIS",0,0
2010/01/10 01:00:00,25.0000,1.1000,209.6000,"AQMIS",0,0
2010/01/10 02:00:00,25.0000,1.2000,149.5000,"AQMIS",0,0
2010/01/10 03:00:00,25.0000,1.0000,181.6000,"AQMIS",0,0
2010/01/10 04:00:00,25.0000,0.8000,155.0000,"AQMIS",0,0
2010/01/10 05:00:00,25.0000,1.3000,154.6000,"AQMIS",0,0
2010/01/10 06:00:00,25.0000,1.6000,161.1000,"AQMIS",0,0
2010/01/10 07:00:00,25.0000,1.3000,159.6000,"AQMIS",0,0
2010/01/10 08:00:00,25.0000,2.1000,151.3000,"AQMIS",0,0
2010/01/10 09:00:00,25.0000,2.2000,154.3000,"AQMIS",0,0
2010/01/10 10:00:00,25.0000,2.3000,152.7000,"AQMIS",0,0
2010/01/10 11:00:00,25.0000,2.8000,153.2000,"AQMIS",0,0
2010/01/10 12:00:00,25.0000,2.7000,149.8000,"AQMIS",0,0
2010/01/10 13:00:00,25.0000,2.5000,151.8000,"AQMIS",0,0
2010/01/10 14:00:00,25.0000,2.3000,151.7000,"AQMIS",0,0
2010/01/10 15:00:00,25.0000,2.1000,148.6000,"AQMIS",0,0
2010/01/10 16:00:00,25.0000,2.0000,150.9000,"AQMIS",0,0
2010/01/10 17:00:00,25.0000,1.4000,152.8000,"AQMIS",0,0
2010/01/10 18:00:00,25.0000,1.3000,149.7000,"AQMIS",0,0
2010/01/10 19:00:00,25.0000,1.4000,150.5000,"AQMIS",0,0
2010/01/10 20:00:00,25.0000,1.0000,146.3000,"AQMIS",0,0
2010/01/10 21:00:00,25.0000,1.2000,150.2000,"AQMIS",0,0
2010/01/10 22:00:00,25.0000,1.3000,147.9000,"AQMIS",0,0
2010/01/10 23:00:00,25.0000,1.3000,150.3000,"AQMIS",0,0
2010/01/11 00:00:00,25.0000,1.1000,146.1000,"AQMIS",0,0
2010/01/11 01:00:00,25.0000,1.3000,146.5000,"AQMIS",0,0
2010/01/11 02:00:00,25.0000,1.1000,148.4000,"AQMIS",0,0
2010/01/11 03:00:00,25.0000,1.3000,148.0000,"AQMIS",0,0
2010/01/11 04:00:00,25.0000,0.8000,213.4000,"AQMIS",0,0
2010/01/11 05:00:00,25.0000,0.7000,284.0000,"AQMIS",0,0
2010/01/11 06:00:00,25.0000,0.5000,235.4000,"AQMIS",0,0
2010/01/11 07:00:00,25.0000,0.3000,218.0000,"AQMIS",0,0
2010/01/11 08:00:00,25.0000,0.5000,328.8000,"AQMIS",0,0
2010/01/11 09:00:00,25.0000,0.5000,304.0000,"AQMIS",0,0
2010/01/11 10:00:00,25.0000,0.3000,140.6000,"AQMIS",0,0
2010/01/11 11:00:00,25.0000,0.6000,213.3000,"AQMIS",0,0
2010/01/11 12:00:00,25.0000,1.4000,294.4000,"AQMIS",0,0
2010/01/11 13:00:00,25.0000,0.9000,161.5000,"AQMIS",0,0
2010/01/11 14:00:00,25.0000,0.8000,136.6000,"AQMIS",0,0
2010/01/11 15:00:00,25.0000,0.8000,137.5000,"AQMIS",0,0
2010/01/11 16:00:00,25.0000,0.6000,94.0000,"AQMIS",0,0
2010/01/11 17:00:00,25.0000,0.7000,320.3000,"AQMIS",0,0
2010/01/11 18:00:00,25.0000,0.8000,139.7000,"AQMIS",0,0
2010/01/11 19:00:00,25.0000,1.0000,130.7000,"AQMIS",0,0
2010/01/11 20:00:00,25.0000,1.9000,303.3000,"AQMIS",0,0
2010/01/11 21:00:00,25.0000,1.7000,328.8000,"AQMIS",0,0
2010/01/11 22:00:00,25.0000,2.1000,313.1000,"AQMIS",0,0
2010/01/11 23:00:00,25.0000,1.6000,301.0000,"AQMIS",0,0
2010/01/12 00:00:00,25.0000,2.0000,289.3000,"AQMIS",0,0
2010/01/12 01:00:00,25.0000,1.9000,265.9000,"AQMIS",0,0
2010/01/12 02:00:00,25.0000,2.1000,273.4000,"AQMIS",0,0
2010/01/12 03:00:00,25.0000,1.5000,294.6000,"AQMIS",0,0
2010/01/12 04:00:00,25.0000,1.2000,295.7000,"AQMIS",0,0
2010/01/12 05:00:00,25.0000,1.0000,340.8000,"AQMIS",0,0
2010/01/12 06:00:00,25.0000,1.0000,163.2000,"AQMIS",0,0
2010/01/12 07:00:00,25.0000,1.7000,314.5000,"AQMIS",0,0
2010/01/12 08:00:00,25.0000,1.9000,300.6000,"AQMIS",0,0
2010/01/12 09:00:00,25.0000,1.5000,317.5000,"AQMIS",0,0
2010/01/12 10:00:00,25.0000,1.6000,308.5000,"AQMIS",0,0
2010/01/12 11:00:00,25.0000,1.3000,332.7000,"AQMIS",0,0
2010/01/12 12:00:00,25.0000,1.5000,313.3000,"AQMIS",0,0
2010/01/12 13:00:00,25.0000,1.4000,324.5000,"AQMIS",0,0
2010/01/12 14:00:00,25.0000,1.3000,342.7000,"AQMIS",0,0
2010/01/12 15:00:00,25.0000,1.1000,356.8000,"AQMIS",0,0
2010/01/12 16:00:00,25.0000,1.0000,318.1000,"AQMIS",0,0
2010/01/12 17:00:00,25.0000,1.2000,315.3000,"AQMIS",0,0
2010/01/12 18:00:00,25.0000,1.5000,305.3000,"AQMIS",0,0
2010/01/12 19:00:00,25.0000,0.9000,315.1000,"AQMIS",0,0
2010/01/12 20:00:00,25.0000,1.1000,312.8000,"AQMIS",0,0
2010/01/12 21:00:00,25.0000,1.3000,289.8000,"AQMIS",0,0
2010/01/12 22:00:00,25.0000,1.3000,300.7000,"AQMIS",0,0
2010/01/12 23:00:00,25.0000,1.0000,275.2000,"AQMIS",0,0
2010/01/13 00:00:00,25.0000,1.0000,261.9000,"AQMIS",0,0
2010/01/13 01:00:00,25.0000,0.9000,291.4000,"AQMIS",0,0
2010/01/13 02:00:00,25.0000,1.4000,285.6000,"AQMIS",0,0
2010/01/13 03:00:00,25.0000,2.6000,317.0000,"AQMIS",0,0
2010/01/13 04:00:00,25.0000,2.0000,313.2000,"AQMIS",0,0
2010/01/13 05:00:00,25.0000,1.4000,323.0000,"AQMIS",0,0
2010/01/13 06:00:00,25.0000,0.7000,149.1000,"AQMIS",0,0
2010/01/13 07:00:00,25.0000,0.7000,143.0000,"AQMIS",0,0
2010/01/13 08:00:00,25.0000,1.2000,317.1000,"AQMIS",0,0
2010/01/13 09:00:00,25.0000,1.4000,331.4000,"AQMIS",0,0
2010/01/13 10:00:00,25.0000,1.4000,312.2000,"AQMIS",0,0
2010/01/13 11:00:00,25.0000,1.2000,304.1000,"AQMIS",0,0
2010/01/13 12:00:00,25.0000,2.9000,149.8000,"AQMIS",0,0
2010/01/13 13:00:00,25.0000,2.6000,148.8000,"AQMIS",0,0
2010/01/13 14:00:00,25.0000,1.7000,154.2000,"AQMIS",0,0
2010/01/13 15:00:00,25.0000,1.2000,136.1000,"AQMIS",0,0
2010/01/13 16:00:00,25.0000,0.9000,140.1000,"AQMIS",0,0
2010/01/13 17:00:00,25.0000,1.2000,129.7000,"AQMIS",0,0
2010/01/13 18:00:00,25.0000,1.4000,125.9000,"AQMIS",0,0
2010/01/13 19:00:00,25.0000,1.6000,132.9000,"AQMIS",0,0
2010/01/13 20:00:00,25.0000,1.5000,119.5000,"AQMIS",0,0
2010/01/13 21:00:00,25.0000,1.4000,356.3000,"AQMIS",0,0
2010/01/13 22:00:00,25.0000,1.7000,120.1000,"AQMIS",0,0
2010/01/13 23:00:00,25.0000,1.7000,268.6000,"AQMIS",0,0
2010/01/14 00:00:00,25.0000,1.3000,153.1000,"AQMIS",0,0
2010/01/14 01:00:00,25.0000,2.0000,175.7000,"AQMIS",0,0
2010/01/14 02:00:00,25.0000,1.6000,201.3000,"AQMIS",0,0
2010/01/14 03:00:00,25.0000,1.6000,195.3000,"AQMIS",0,0
2010/01/14 04:00:00,25.0000,1.5000,210.8000,"AQMIS",0,0
2010/01/14 05:00:00,25.0000,2.9000,150.5000,"AQMIS",0,0
2010/01/14 06:00:00,25.0000,3.1000,150.4000,"AQMIS",0,0
2010/01/14 07:00:00,25.0000,3.1000,143.8000,"AQMIS",0,0
2010/01/14 08:00:00,25.0000,3.5000,146.4000,"AQMIS",0,0
2010/01/14 09:00:00,25.0000,4.0000,146.5000,"AQMIS",0,0
2010/01/14 10:00:00,25.0000,4.1000,144.6000,"AQMIS",0,0
2010/01/14 11:00:00,25.0000,3.2000,66.4000,"AQMIS",0,0
2010/01/14 12:00:00,25.0000,4.1000,150.6000,"AQMIS",0,0
2010/01/14 13:00:00,25.0000,3.5000,152.4000,"AQMIS",0,0
2010/01/14 14:00:00,25.0000,3.2000,157.6000,"AQMIS",0,0
2010/01/14 15:00:00,25.0000,1.8000,225.7000,"AQMIS",0,0
2010/01/14 16:00:00,25.0000,2.0000,152.6000,"AQMIS",0,0
2010/01/14 17:00:00,25.0000,2.1000,150.8000,"AQMIS",0,0
2010/01/14 18:00:00,25.0000,1.4000,160.3000,"AQMIS",0,0
2010/01/14 19:00:00,25.0000,2.1000,151.1000,"AQMIS",0,0
2010/01/14 20:00:00,25.0000,1.8000,146.8000,"AQMIS",0,0
2010/01/14 21:00:00,25.0000,1.9000,152.8000,"AQMIS",0,0
2010/01/14 22:00:00,25.0000,2.0000,148.7000,"AQMIS",0,0
2010/01/14 23:00:00,25.0000,2.7000,147.3000,"AQMIS",0,0
2010/01/15 00:00:00,25.0000,2.0000,148.5000,"AQMIS",0,0
2010/01/15 01:00:00,25.0000,2.0000,149.1000,"AQMIS",0,0
2010/01/15 02:00:00,25.0000,1.7000,160.7000,"AQMIS",0,0
2010/01/15 03:00:00,25.0000,1.9000,153.8000,"AQMIS",0,0
2010/01/15 04:00:00,25.0000,1.8000,168.9000,"AQMIS",0,0
2010/01/15 05:00:00,25.0000,1.8000,161.8000,"AQMIS",0,0
2010/01/15 06:00:00,25.0000,2.4000,151.3000,"AQMIS",0,0
2010/01/15 07:00:00,25.0000,2.2000,150.3000,"AQMIS",0,0
2010/01/15 08:00:00,25.0000,2.4000,152.5000,"AQMIS",0,0
2010/01/15 09:00:00,25.0000,2.7000,151.2000,"AQMIS",0,0
2010/01/15 10:00:00,25.0000,3.5000,150.6000,"AQMIS",0,0
2010/01/15 11:00:00,25.0000,3.4000,152.2000,"AQMIS",0,0
2010/01/15 12:00:00,25.0000,3.6000,151.4000,"AQMIS",0,0
2010/01/15 13:00:00,25.0000,3.5000,152.6000,"AQMIS",0,0
2010/01/15 14:00:00,25.0000,3.0000,146.5000,"AQMIS",0,0
2010/01/15 15:00:00,25.0000,2.4000,152.3000,"AQMIS",0,0
2010/01/15 16:00:00,25.0000,2.2000,151.4000,"AQMIS",0,0
2010/01/15 17:00:00,25.0000,1.8000,149.0000,"AQMIS",0,0
2010/01/15 18:00:00,25.0000,1.7000,146.7000,"AQMIS",0,0
2010/01/15 19:00:00,25.0000,1.4000,149.2000,"AQMIS",0,0
