"Relative Humidity, lat=22.3158, lon=114.2556 [JKB_AWS]"
"Station: JKB_AWS"
"Time Period (UTC+8): 20030101-20091231"
"Time","Height","%","Source","Status","Details"
2003/01/04 16:00:00,52.0000,53.0561,"A_HKOAWS4",0,0
2003/01/04 17:00:00,52.0000,61.0104,"A_HKOAWS4",0,0
2003/01/04 18:00:00,52.0000,71.9088,"A_HKOAWS4",0,0
2003/01/04 19:00:00,52.0000,78.8507,"A_HKOAWS4",0,0
2003/01/04 20:00:00,52.0000,77.3755,"A_HKOAWS4",0,0
2003/01/04 21:00:00,52.0000,69.7054,"A_HKOAWS4",0,0
2003/01/04 22:00:00,52.0000,71.2349,"A_HKOAWS4",0,0
2003/01/04 23:00:00,52.0000,73.1364,"A_HKOAWS4",0,0
2003/01/05 00:00:00,52.0000,73.0821,"A_HKOAWS4",0,0
2003/01/05 01:00:00,52.0000,70.6652,"A_HKOAWS4",0,0
2003/01/05 02:00:00,52.0000,73.0096,"A_HKOAWS4",0,0
2003/01/05 03:00:00,52.0000,69.5055,"A_HKOAWS4",0,0
2003/01/05 04:00:00,52.0000,67.0419,"A_HKOAWS4",0,0
2003/01/05 05:00:00,52.0000,62.0778,"A_HKOAWS4",0,0
2003/01/05 06:00:00,52.0000,63.7226,"A_HKOAWS4",0,0
2003/01/05 07:00:00,52.0000,64.6309,"A_HKOAWS4",0,0
2003/01/05 08:00:00,52.0000,61.1051,"A_HKOAWS4",0,0
2003/01/05 09:00:00,52.0000,60.2368,"A_HKOAWS4",0,0
2003/01/05 10:00:00,52.0000,56.4017,"A_HKOAWS4",0,0
2003/01/05 11:00:00,52.0000,52.5192,"A_HKOAWS4",0,0
2003/01/05 12:00:00,52.0000,52.3976,"A_HKOAWS4",0,0
2003/01/05 13:00:00,52.0000,49.5926,"A_HKOAWS4",0,0
2003/01/05 14:00:00,52.0000,52.1711,"A_HKOAWS4",0,0
2003/01/05 15:00:00,52.0000,54.3190,"A_HKOAWS4",0,0
2003/01/05 16:00:00,52.0000,58.8221,"A_HKOAWS4",0,0
2003/01/05 17:00:00,52.0000,61.2830,"A_HKOAWS4",0,0
2003/01/05 18:00:00,52.0000,66.8433,"A_HKOAWS4",0,0
2003/01/05 19:00:00,52.0000,70.1151,"A_HKOAWS4",0,0
2003/01/05 20:00:00,52.0000,72.0026,"A_HKOAWS4",0,0
2003/01/05 21:00:00,52.0000,72.9368,"A_HKOAWS4",0,0
2003/01/05 22:00:00,52.0000,72.4310,"A_HKOAWS4",0,0
2003/01/05 23:00:00,52.0000,74.3463,"A_HKOAWS4",0,0
2003/01/06 00:00:00,52.0000,73.7959,"A_HKOAWS4",0,0
2003/01/06 01:00:00,52.0000,73.2647,"A_HKOAWS4",0,0
2003/01/06 02:00:00,52.0000,72.6985,"A_HKOAWS4",0,0
2003/01/06 03:00:00,52.0000,74.6390,"A_HKOAWS4",0,0
2003/01/06 04:00:00,52.0000,72.6061,"A_HKOAWS4",0,0
2003/01/06 05:00:00,52.0000,74.0825,"A_HKOAWS4",0,0
2003/01/06 06:00:00,52.0000,70.4589,"A_HKOAWS4",0,0
2003/01/06 07:00:00,52.0000,65.1710,"A_HKOAWS4",0,0
2003/01/06 08:00:00,52.0000,66.5247,"A_HKOAWS4",0,0
2003/01/06 09:00:00,52.0000,65.1038,"A_HKOAWS4",0,0
2003/01/06 10:00:00,52.0000,65.1486,"A_HKOAWS4",0,0
2003/01/06 11:00:00,52.0000,67.0965,"A_HKOAWS4",0,0
2003/01/06 12:00:00,52.0000,67.8841,"A_HKOAWS4",0,0
2003/01/06 13:00:00,52.0000,69.7955,"A_HKOAWS4",0,0
2003/01/06 14:00:00,52.0000,75.2477,"A_HKOAWS4",0,0
2003/01/06 15:00:00,52.0000,85.5204,"A_HKOAWS4",0,0
2003/01/06 16:00:00,52.0000,81.3764,"A_HKOAWS4",0,0
2003/01/06 17:00:00,52.0000,79.0659,"A_HKOAWS4",0,0
2003/01/06 18:00:00,52.0000,83.6315,"A_HKOAWS4",0,0
2003/01/06 19:00:00,52.0000,94.0212,"A_HKOAWS4",0,0
2003/01/06 20:00:00,52.0000,93.3871,"A_HKOAWS4",0,0
2003/01/06 21:00:00,52.0000,94.0538,"A_HKOAWS4",0,0
2003/01/06 22:00:00,52.0000,92.7979,"A_HKOAWS4",0,0
2003/01/06 23:00:00,52.0000,92.8312,"A_HKOAWS4",0,0
2003/01/07 00:00:00,52.0000,94.7644,"A_HKOAWS4",0,0
2003/01/07 01:00:00,52.0000,97.3512,"A_HKOAWS4",0,0
2003/01/07 02:00:00,52.0000,95.3838,"A_HKOAWS4",0,0
2003/01/07 03:00:00,52.0000,89.6940,"A_HKOAWS4",0,0
2003/01/07 04:00:00,52.0000,90.2947,"A_HKOAWS4",0,0
2003/01/07 05:00:00,52.0000,89.0158,"A_HKOAWS4",0,0
2003/01/07 06:00:00,52.0000,88.3602,"A_HKOAWS4",0,0
2003/01/07 07:00:00,52.0000,86.5615,"A_HKOAWS4",0,0
2003/01/07 08:00:00,52.0000,80.3934,"A_HKOAWS4",0,0
2003/01/07 09:00:00,52.0000,73.1451,"A_HKOAWS4",0,0
2003/01/07 10:00:00,52.0000,67.0321,"A_HKOAWS4",0,0
2003/01/07 11:00:00,52.0000,60.8030,"A_HKOAWS4",0,0
2003/01/07 12:00:00,52.0000,57.3967,"A_HKOAWS4",0,0
2003/01/07 13:00:00,52.0000,53.3094,"A_HKOAWS4",0,0
2003/01/07 14:00:00,52.0000,52.8595,"A_HKOAWS4",0,0
2003/01/07 15:00:00,52.0000,54.7039,"A_HKOAWS4",0,0
2003/01/07 16:00:00,52.0000,56.0877,"A_HKOAWS4",0,0
2003/01/07 17:00:00,52.0000,61.2253,"A_HKOAWS4",0,0
2003/01/07 18:00:00,52.0000,59.7693,"A_HKOAWS4",0,0
2003/01/07 19:00:00,52.0000,62.5897,"A_HKOAWS4",0,0
2003/01/07 20:00:00,52.0000,70.7100,"A_HKOAWS4",0,0
2003/01/07 21:00:00,52.0000,62.2347,"A_HKOAWS4",0,0
2003/01/07 22:00:00,52.0000,67.6509,"A_HKOAWS4",0,0
2003/01/07 23:00:00,52.0000,77.6427,"A_HKOAWS4",0,0
2003/01/08 00:00:00,52.0000,78.6818,"A_HKOAWS4",0,0
2003/01/08 01:00:00,52.0000,84.2841,"A_HKOAWS4",0,0
2003/01/08 02:00:00,52.0000,80.8953,"A_HKOAWS4",0,0
2003/01/08 03:00:00,52.0000,80.9229,"A_HKOAWS4",0,0
2003/01/08 04:00:00,52.0000,83.1760,"A_HKOAWS4",0,0
2003/01/08 05:00:00,52.0000,83.7156,"A_HKOAWS4",0,0
2003/01/08 06:00:00,52.0000,84.3073,"A_HKOAWS4",0,0
2003/01/08 07:00:00,52.0000,81.4841,"A_HKOAWS4",0,0
2003/01/08 08:00:00,52.0000,76.6861,"A_HKOAWS4",0,0
2003/01/08 09:00:00,52.0000,70.3006,"A_HKOAWS4",0,0
2003/01/08 10:00:00,52.0000,60.8513,"A_HKOAWS4",0,0
2003/01/08 11:00:00,52.0000,59.1026,"A_HKOAWS4",0,0
2003/01/08 12:00:00,52.0000,56.9914,"A_HKOAWS4",0,0
2003/01/08 13:00:00,52.0000,55.0971,"A_HKOAWS4",0,0
2003/01/08 14:00:00,52.0000,56.2163,"A_HKOAWS4",0,0
2003/01/08 15:00:00,52.0000,57.9016,"A_HKOAWS4",0,0
2003/01/08 16:00:00,52.0000,58.2956,"A_HKOAWS4",0,0
2003/01/08 17:00:00,52.0000,62.2428,"A_HKOAWS4",0,0
2003/01/08 18:00:00,52.0000,76.0185,"A_HKOAWS4",0,0
2003/01/08 19:00:00,52.0000,79.5097,"A_HKOAWS4",0,0
2003/01/08 20:00:00,52.0000,78.3986,"A_HKOAWS4",0,0
2003/01/08 21:00:00,52.0000,84.4567,"A_HKOAWS4",0,0
2003/01/08 22:00:00,52.0000,82.7555,"A_HKOAWS4",0,0
2003/01/08 23:00:00,52.0000,83.3108,"A_HKOAWS4",0,0
2003/01/09 00:00:00,52.0000,84.4682,"A_HKOAWS4",0,0
2003/01/09 01:00:00,52.0000,86.2222,"A_HKOAWS4",0,0
2003/01/09 02:00:00,52.0000,89.1645,"A_HKOAWS4",0,0
2003/01/09 03:00:00,52.0000,79.5970,"A_HKOAWS4",0,0
2003/01/09 04:00:00,52.0000,74.9394,"A_HKOAWS4",0,0
2003/01/09 05:00:00,52.0000,82.2944,"A_HKOAWS4",0,0
2003/01/09 06:00:00,52.0000,89.1645,"A_HKOAWS4",0,0
2003/01/09 07:00:00,52.0000,90.9840,"A_HKOAWS4",0,0
2003/01/09 08:00:00,52.0000,82.3583,"A_HKOAWS4",0,0
2003/01/09 09:00:00,52.0000,69.9965,"A_HKOAWS4",0,0
2003/01/09 10:00:00,52.0000,59.9496,"A_HKOAWS4",0,0
2003/01/09 11:00:00,52.0000,54.8687,"A_HKOAWS4",0,0
2003/01/09 12:00:00,52.0000,53.0266,"A_HKOAWS4",0,0
2003/01/09 13:00:00,52.0000,55.9667,"A_HKOAWS4",0,0
2003/01/09 14:00:00,52.0000,57.9849,"A_HKOAWS4",0,0
2003/01/09 15:00:00,52.0000,63.3065,"A_HKOAWS4",0,0
2003/01/09 16:00:00,52.0000,67.3721,"A_HKOAWS4",0,0
2003/01/09 17:00:00,52.0000,80.2222,"A_HKOAWS4",0,0
2003/01/09 18:00:00,52.0000,81.5954,"A_HKOAWS4",0,0
2003/01/09 19:00:00,52.0000,83.7065,"A_HKOAWS4",0,0
2003/01/09 20:00:00,52.0000,81.9847,"A_HKOAWS4",0,0
2003/01/09 21:00:00,52.0000,81.9717,"A_HKOAWS4",0,0
2003/01/09 22:00:00,52.0000,77.6454,"A_HKOAWS4",0,0
2003/01/09 23:00:00,52.0000,75.5877,"A_HKOAWS4",0,0
2003/01/10 00:00:00,52.0000,80.7555,"A_HKOAWS4",0,0
2003/01/10 01:00:00,52.0000,81.2632,"A_HKOAWS4",0,0
2003/01/10 02:00:00,52.0000,87.4671,"A_HKOAWS4",0,0
2003/01/10 03:00:00,52.0000,80.6866,"A_HKOAWS4",0,0
2003/01/10 04:00:00,52.0000,74.4470,"A_HKOAWS4",0,0
2003/01/10 05:00:00,52.0000,76.9458,"A_HKOAWS4",0,0
2003/01/10 06:00:00,52.0000,85.6378,"A_HKOAWS4",0,0
2003/01/10 07:00:00,52.0000,75.3674,"A_HKOAWS4",0,0
2003/01/10 08:00:00,52.0000,64.1414,"A_HKOAWS4",0,0
2003/01/10 09:00:00,52.0000,59.3867,"A_HKOAWS4",0,0
2003/01/10 10:00:00,52.0000,54.5888,"A_HKOAWS4",0,0
2003/01/10 11:00:00,52.0000,48.2005,"A_HKOAWS4",0,0
2003/01/10 12:00:00,52.0000,42.7112,"A_HKOAWS4",0,0
2003/01/10 13:00:00,52.0000,43.2701,"A_HKOAWS4",0,0
2003/01/10 14:00:00,52.0000,41.9368,"A_HKOAWS4",0,0
2003/01/10 15:00:00,52.0000,43.7145,"A_HKOAWS4",0,0
2003/01/10 16:00:00,52.0000,45.2175,"A_HKOAWS4",0,0
2003/01/10 17:00:00,52.0000,59.7060,"A_HKOAWS4",0,0
2003/01/10 18:00:00,52.0000,62.8346,"A_HKOAWS4",0,0
2003/01/10 19:00:00,52.0000,58.0946,"A_HKOAWS4",0,0
2003/01/10 20:00:00,52.0000,56.6079,"A_HKOAWS4",0,0
2003/01/10 21:00:00,52.0000,61.3451,"A_HKOAWS4",0,0
2003/01/10 22:00:00,52.0000,50.2247,"A_HKOAWS4",0,0
2003/01/10 23:00:00,52.0000,55.5419,"A_HKOAWS4",0,0
2003/01/11 00:00:00,52.0000,60.2368,"A_HKOAWS4",0,0
2003/01/11 01:00:00,52.0000,59.3285,"A_HKOAWS4",0,0
2003/01/11 02:00:00,52.0000,60.4628,"A_HKOAWS4",0,0
2003/01/11 03:00:00,52.0000,67.3709,"A_HKOAWS4",0,0
2003/01/11 04:00:00,52.0000,70.1611,"A_HKOAWS4",0,0
2003/01/11 05:00:00,52.0000,71.0461,"A_HKOAWS4",0,0
2003/01/11 06:00:00,52.0000,58.5631,"A_HKOAWS4",0,0
2003/01/11 07:00:00,52.0000,56.4966,"A_HKOAWS4",0,0
2003/01/11 08:00:00,52.0000,55.8554,"A_HKOAWS4",0,0
2003/01/11 09:00:00,52.0000,49.6778,"A_HKOAWS4",0,0
2003/01/11 10:00:00,52.0000,43.7878,"A_HKOAWS4",0,0
2003/01/11 11:00:00,52.0000,42.9075,"A_HKOAWS4",0,0
2003/01/11 12:00:00,52.0000,42.0886,"A_HKOAWS4",0,0
2003/01/11 13:00:00,52.0000,38.9113,"A_HKOAWS4",0,0
2003/01/11 14:00:00,52.0000,36.8637,"A_HKOAWS4",0,0
2003/01/11 15:00:00,52.0000,38.3966,"A_HKOAWS4",0,0
2003/01/11 16:00:00,52.0000,56.7304,"A_HKOAWS4",0,0
2003/01/11 17:00:00,52.0000,59.1026,"A_HKOAWS4",0,0
2003/01/11 18:00:00,52.0000,75.0599,"A_HKOAWS4",0,0
2003/01/11 19:00:00,52.0000,80.1401,"A_HKOAWS4",0,0
2003/01/11 20:00:00,52.0000,82.2816,"A_HKOAWS4",0,0
2003/01/11 21:00:00,52.0000,84.4796,"A_HKOAWS4",0,0
2003/01/11 22:00:00,52.0000,83.8702,"A_HKOAWS4",0,0
2003/01/11 23:00:00,52.0000,80.4637,"A_HKOAWS4",0,0
2003/01/12 00:00:00,52.0000,69.6744,"A_HKOAWS4",0,0
2003/01/12 01:00:00,52.0000,69.7148,"A_HKOAWS4",0,0
2003/01/12 02:00:00,52.0000,69.6946,"A_HKOAWS4",0,0
2003/01/12 03:00:00,52.0000,70.1212,"A_HKOAWS4",0,0
2003/01/12 04:00:00,52.0000,69.5527,"A_HKOAWS4",0,0
2003/01/12 05:00:00,52.0000,61.4571,"A_HKOAWS4",0,0
2003/01/12 06:00:00,52.0000,64.0621,"A_HKOAWS4",0,0
2003/01/12 07:00:00,52.0000,55.4079,"A_HKOAWS4",0,0
2003/01/12 08:00:00,52.0000,55.1476,"A_HKOAWS4",0,0
2003/01/12 09:00:00,52.0000,43.9261,"A_HKOAWS4",0,0
2003/01/12 10:00:00,52.0000,41.6814,"A_HKOAWS4",0,0
2003/01/12 11:00:00,52.0000,42.5086,"A_HKOAWS4",0,0
2003/01/12 12:00:00,52.0000,45.7350,"A_HKOAWS4",0,0
2003/01/12 13:00:00,52.0000,42.9421,"A_HKOAWS4",0,0
2003/01/12 14:00:00,52.0000,39.7982,"A_HKOAWS4",0,0
2003/01/12 15:00:00,52.0000,42.8268,"A_HKOAWS4",0,0
2003/01/12 16:00:00,52.0000,53.4210,"A_HKOAWS4",0,0
2003/01/12 17:00:00,52.0000,71.0241,"A_HKOAWS4",0,0
2003/01/12 18:00:00,52.0000,79.7701,"A_HKOAWS4",0,0
2003/01/12 19:00:00,52.0000,84.0695,"A_HKOAWS4",0,0
2003/01/12 20:00:00,52.0000,86.3138,"A_HKOAWS4",0,0
2003/01/12 21:00:00,52.0000,88.0592,"A_HKOAWS4",0,0
2003/01/12 22:00:00,52.0000,88.6633,"A_HKOAWS4",0,0
2003/01/12 23:00:00,52.0000,89.8567,"A_HKOAWS4",0,0
2003/01/13 00:00:00,52.0000,91.0729,"A_HKOAWS4",0,0
2003/01/13 01:00:00,52.0000,92.3153,"A_HKOAWS4",0,0
2003/01/13 02:00:00,52.0000,93.5538,"A_HKOAWS4",0,0
2003/01/13 03:00:00,52.0000,93.5637,"A_HKOAWS4",0,0
2003/01/13 04:00:00,52.0000,94.7968,"A_HKOAWS4",0,0
2003/01/13 05:00:00,52.0000,94.7807,"A_HKOAWS4",0,0
2003/01/13 06:00:00,52.0000,95.4054,"A_HKOAWS4",0,0
2003/01/13 07:00:00,52.0000,94.7562,"A_HKOAWS4",0,0
2003/01/13 08:00:00,52.0000,94.1454,"A_HKOAWS4",0,0
2003/01/13 09:00:00,52.0000,73.8492,"A_HKOAWS4",0,0
2003/01/13 10:00:00,52.0000,56.0128,"A_HKOAWS4",0,0
2003/01/13 11:00:00,52.0000,45.1328,"A_HKOAWS4",0,0
2003/01/13 12:00:00,52.0000,48.3179,"A_HKOAWS4",0,0
2003/01/13 13:00:00,52.0000,47.9354,"A_HKOAWS4",0,0
2003/01/13 14:00:00,52.0000,50.5535,"A_HKOAWS4",0,0
2003/01/13 15:00:00,52.0000,53.3580,"A_HKOAWS4",0,0
2003/01/13 16:00:00,52.0000,63.0784,"A_HKOAWS4",0,0
2003/01/13 17:00:00,52.0000,72.6153,"A_HKOAWS4",0,0
2003/01/13 18:00:00,52.0000,81.0146,"A_HKOAWS4",0,0
2003/01/13 19:00:00,52.0000,85.8897,"A_HKOAWS4",0,0
2003/01/13 20:00:00,52.0000,89.3585,"A_HKOAWS4",0,0
2003/01/13 21:00:00,52.0000,89.3184,"A_HKOAWS4",0,0
2003/01/13 22:00:00,52.0000,84.5704,"A_HKOAWS4",0,0
2003/01/13 23:00:00,52.0000,82.8431,"A_HKOAWS4",0,0
2003/01/14 00:00:00,52.0000,81.7235,"A_HKOAWS4",0,0
2003/01/14 01:00:00,52.0000,83.9527,"A_HKOAWS4",0,0
2003/01/14 02:00:00,52.0000,86.2528,"A_HKOAWS4",0,0
2003/01/14 03:00:00,52.0000,85.1447,"A_HKOAWS4",0,0
2003/01/14 04:00:00,52.0000,82.8431,"A_HKOAWS4",0,0
2003/01/14 05:00:00,52.0000,80.6034,"A_HKOAWS4",0,0
2003/01/14 06:00:00,52.0000,80.6173,"A_HKOAWS4",0,0
2003/01/14 07:00:00,52.0000,79.0125,"A_HKOAWS4",0,0
2003/01/14 08:00:00,52.0000,69.7175,"A_HKOAWS4",0,0
2003/01/14 09:00:00,52.0000,54.7987,"A_HKOAWS4",0,0
2003/01/14 10:00:00,52.0000,46.1954,"A_HKOAWS4",0,0
2003/01/14 11:00:00,52.0000,36.9807,"A_HKOAWS4",0,0
2003/01/14 12:00:00,52.0000,34.3799,"A_HKOAWS4",0,0
2003/01/14 13:00:00,52.0000,33.8124,"A_HKOAWS4",0,0
2003/01/14 14:00:00,52.0000,33.3998,"A_HKOAWS4",0,0
2003/01/14 15:00:00,52.0000,35.3734,"A_HKOAWS4",0,0
2003/01/14 16:00:00,52.0000,44.8509,"A_HKOAWS4",0,0
2003/01/14 17:00:00,52.0000,49.0671,"A_HKOAWS4",0,0
2003/01/14 18:00:00,52.0000,57.3319,"A_HKOAWS4",0,0
2003/01/14 19:00:00,52.0000,68.0669,"A_HKOAWS4",0,0
2003/01/14 20:00:00,52.0000,68.5096,"A_HKOAWS4",0,0
2003/01/14 21:00:00,52.0000,69.4049,"A_HKOAWS4",0,0
2003/01/14 22:00:00,52.0000,64.5709,"A_HKOAWS4",0,0
2003/01/14 23:00:00,52.0000,63.4713,"A_HKOAWS4",0,0
2003/01/15 00:00:00,52.0000,64.7721,"A_HKOAWS4",0,0
2003/01/15 01:00:00,52.0000,62.1467,"A_HKOAWS4",0,0
2003/01/15 02:00:00,52.0000,48.2840,"A_HKOAWS4",0,0
2003/01/15 03:00:00,52.0000,52.3707,"A_HKOAWS4",0,0
2003/01/15 04:00:00,52.0000,56.3718,"A_HKOAWS4",0,0
2003/01/15 05:00:00,52.0000,56.6336,"A_HKOAWS4",0,0
2003/01/15 06:00:00,52.0000,55.5469,"A_HKOAWS4",0,0
2003/01/15 07:00:00,52.0000,57.8200,"A_HKOAWS4",0,0
2003/01/15 08:00:00,52.0000,57.5742,"A_HKOAWS4",0,0
2003/01/15 09:00:00,52.0000,53.0027,"A_HKOAWS4",0,0
2003/01/15 10:00:00,52.0000,50.7263,"A_HKOAWS4",0,0
2003/01/15 11:00:00,52.0000,49.4885,"A_HKOAWS4",0,0
2003/01/15 12:00:00,52.0000,48.3959,"A_HKOAWS4",0,0
2003/01/15 13:00:00,52.0000,47.8449,"A_HKOAWS4",0,0
2003/01/15 14:00:00,52.0000,51.8074,"A_HKOAWS4",0,0
2003/01/15 15:00:00,52.0000,58.8178,"A_HKOAWS4",0,0
2003/01/15 16:00:00,52.0000,62.4270,"A_HKOAWS4",0,0
2003/01/15 17:00:00,52.0000,74.1486,"A_HKOAWS4",0,0
2003/01/15 18:00:00,52.0000,79.6254,"A_HKOAWS4",0,0
2003/01/15 19:00:00,52.0000,81.7261,"A_HKOAWS4",0,0
2003/01/15 20:00:00,52.0000,82.7972,"A_HKOAWS4",0,0
2003/01/15 21:00:00,52.0000,81.6740,"A_HKOAWS4",0,0
2003/01/15 22:00:00,52.0000,81.6609,"A_HKOAWS4",0,0
2003/01/15 23:00:00,52.0000,82.7477,"A_HKOAWS4",0,0
2003/01/16 00:00:00,52.0000,81.6479,"A_HKOAWS4",0,0
2003/01/16 01:00:00,52.0000,83.2718,"A_HKOAWS4",0,0
2003/01/16 02:00:00,52.0000,79.4672,"A_HKOAWS4",0,0
