,Station ID,ANNAN,BANQIAO,CAILIAO,CHANGHUA,CHAOZHOU,CHIAYI,DALI,DALIAO,DATONG,DAYUAN,DONGSHAN,DOULIU,ERLIN,FENGSHAN,FENGYUAN,FUGUEICAPE,FUXING,GUANSHAN,GUANYIN,GUTING,HENGCHUN,HSINCHU,HUALIEN,HUKOU,KEELUNG,LINKOU,LINYUAN,LONGTAN,LUNBEI,MAGONG,MAILIAO,MEINONG,MIAOLI,NANTOU,NANZI,PINGTUNG,PINGZHEN,PULI,PUZI,QIANJIN,QIANZHEN,QIAOTOU,RENWU,SANCHONG,SANYI,SHALU,SHANHUA,SHILIN,SONGSHAN,TAINAN,TAITUNG,TAIXI,TAMSUI,TAOYUAN,TOUFEN,TUCHENG,WANHUA,WANLI,XIANXI,XIAOGANG,XINDIAN,XINGANG,XINYING,XINZHUANG,XITUN,XIZHI,YANGMING,YILAN,YONGHE,ZHONGLI,ZHONGMING,ZHONGSHAN,ZHUDONG,ZHUSHAN,ZUOYING
10,2013/01/08 00:00:00,29.6667,15.1250,12.5000,20.3043,41.2083,27.7917,12.7391,40.5417,19.5000,23.5652,7.1667,27.5417,24.1667,46.9167,9.9583,-99999.0000,36.3333,4.8261,17.9583,17.2917,9.1667,22.5417,3.7917,20.0833,12.7500,-99999.0000,26.0833,12.5417,21.6667,18.0833,14.6250,39.6522,11.9565,23.0435,41.0833,43.0417,13.1667,19.3333,25.8333,45.6957,42.9167,43.0000,40.2609,22.0000,6.8333,18.5833,32.3043,14.7727,12.8750,32.3913,4.3333,16.4583,14.7917,12.3043,15.4167,13.6667,17.0417,8.4167,11.9130,43.3043,-99999.0000,22.0417,26.8333,16.3750,12.2917,11.3333,3.6250,11.0000,15.5833,17.4783,12.5833,14.9167,7.3750,33.3913,42.1667
11,2013/01/09 00:00:00,25.0417,21.7917,17.4583,20.9130,42.5000,24.1500,16.5238,34.0000,24.2609,24.3333,11.6250,24.6667,24.1667,39.7500,18.1250,-99999.0000,31.0417,3.2083,20.0833,21.7500,6.3684,25.5833,4.4783,24.0417,18.3750,16.6500,25.5417,-99999.0000,23.7917,36.1250,21.2083,31.7500,15.7500,20.7917,32.8696,36.0000,14.3750,17.5833,21.8696,39.6667,38.7083,32.7500,36.1250,28.6250,14.7917,22.0000,27.3750,16.1429,15.6250,29.2500,4.0000,22.9167,17.7391,16.9167,19.6957,18.5833,20.8750,14.7917,15.6667,40.3333,-99999.0000,23.6522,26.1667,24.2917,21.6250,18.4583,6.1250,11.1667,20.6667,20.6250,16.7500,18.7500,11.5217,31.7391,39.2174
12,2013/01/10 00:00:00,32.6250,23.1250,15.9091,19.7917,46.8696,35.3333,20.3478,43.4286,29.7500,27.6667,12.2083,31.2083,27.2083,50.0833,16.8696,-99999.0000,36.8750,5.1667,25.8750,27.8750,7.1250,24.1667,4.8750,25.8333,20.0833,20.4583,35.7500,15.2105,25.2500,30.0417,26.2917,36.0833,14.7391,25.0870,41.7083,45.7917,17.8750,21.8750,28.0000,46.4167,46.6190,38.6667,42.2083,31.7083,15.3913,21.2174,33.4167,19.0417,22.8750,34.9583,5.5000,24.2500,17.2083,22.2500,14.8333,19.4348,23.8750,16.3750,19.2273,52.0000,-99999.0000,25.3750,32.4783,28.8636,20.7826,19.9583,4.5000,15.2917,22.0435,23.8750,19.7826,27.5833,9.8750,37.0435,44.3913
13,2013/01/11 00:00:00,34.9583,15.9583,13.7917,27.6667,56.7500,37.5417,28.3000,51.9167,20.5833,17.9583,9.7391,35.2609,27.3750,55.4583,22.4583,-99999.0000,46.7391,6.2500,14.9583,14.0000,6.9583,23.4583,6.3750,22.2083,11.8750,12.4783,36.4583,14.3333,32.2083,35.0417,28.3750,42.6667,18.5833,30.6667,48.2917,52.1667,12.1667,23.2609,31.9583,55.7727,53.0000,49.5417,48.6250,25.3750,13.9130,25.1250,38.2917,16.2917,13.1250,-99999.0000,4.7500,25.6522,15.6250,17.0417,18.8750,14.2500,14.8750,6.7826,20.3750,56.8750,-99999.0000,29.9583,33.4167,22.6667,24.2500,12.6087,4.8333,11.3478,15.3750,18.7917,26.4167,18.1250,20.5833,52.6087,52.1250
14,2013/01/12 00:00:00,28.2083,18.5833,17.2500,19.3333,47.5417,25.1667,20.6250,41.2500,25.7917,11.7273,6.5000,24.0000,25.3333,42.6667,16.0417,-99999.0000,35.6667,4.0417,11.3750,17.6250,9.2917,15.7917,8.0000,13.1250,6.5833,9.0833,29.2083,9.7917,27.5833,19.1667,16.3750,35.5833,9.4167,24.0417,38.3333,44.8333,7.8750,23.2917,24.6250,40.7917,41.7083,36.5417,38.9583,31.7500,9.5217,17.7917,26.9167,18.9583,13.0417,-99999.0000,3.5417,14.5833,13.9167,11.7500,10.9167,13.6250,17.9565,2.3333,11.0833,48.9167,-99999.0000,22.7083,25.4167,20.2083,16.2083,10.1250,2.5000,10.1667,17.9130,14.6250,17.2917,18.5000,8.5000,33.7826,40.9167
15,2013/01/13 00:00:00,17.8750,10.4583,11.3750,18.3333,26.8696,20.5000,13.6250,19.7917,18.8750,16.2778,6.9583,17.7083,19.9583,25.3333,10.7917,-99999.0000,17.0833,6.2500,13.8571,19.6250,24.8750,17.0417,10.2917,14.7917,12.5417,10.5417,13.7500,12.1667,18.9583,11.8750,17.4583,18.2500,6.7917,16.1250,24.3333,28.2609,9.2500,13.5833,16.3333,26.0833,23.9583,23.8750,24.8750,20.1250,9.2500,15.7083,19.3333,12.4167,14.7500,20.7083,7.1250,15.7500,15.6250,11.0417,11.3750,9.7368,13.5417,7.0000,11.7917,26.9130,-99999.0000,19.8750,19.2917,13.5417,15.2083,11.7917,3.8696,12.3750,14.5833,13.8750,10.8333,15.2500,9.7917,19.5833,25.7917
16,2013/01/14 00:00:00,49.4783,37.0000,33.4348,44.7727,46.6087,51.3333,38.4167,49.5000,48.6522,45.1364,31.1667,41.4583,-99999.0000,47.5882,28.8750,-99999.0000,43.2609,23.5417,27.2727,41.1667,24.8750,35.1667,26.3750,45.4167,32.6364,37.9583,38.7727,36.5000,42.0500,33.1250,43.5417,35.6667,30.8696,34.0000,48.3333,52.5417,37.2174,22.4167,47.2083,51.8750,50.2273,49.7083,47.3750,47.4091,29.3333,36.6667,44.2917,41.5652,30.3333,53.3750,23.3333,40.8333,36.7917,40.9583,28.7083,36.5833,34.4348,26.4583,35.4783,57.6364,-99999.0000,47.3750,47.7083,44.4583,36.4583,36.0833,27.7083,35.1250,40.0833,38.8333,-99999.0000,45.3125,23.6667,37.5000,53.2083
17,2013/01/15 00:00:00,72.0417,31.3333,23.5000,56.2609,66.6471,66.6250,48.6522,66.0417,33.3750,37.3478,19.4583,56.7917,50.9474,70.1250,-99999.0000,-99999.0000,66.4583,17.2500,28.7619,23.0833,16.8333,25.6522,17.4583,36.6957,17.7083,-99999.0000,48.0000,12.0476,52.9583,58.4583,60.9583,46.8261,31.4783,40.2083,68.1250,63.8636,31.2083,40.2500,51.3750,80.2500,78.7083,71.6250,72.7826,34.0000,28.6250,51.7083,58.9167,25.7500,16.9167,70.0000,18.2727,55.7083,28.8000,38.6667,28.3913,29.0000,22.5417,14.5652,44.9167,73.0000,-99999.0000,53.8750,65.0870,38.3333,41.2083,20.3750,14.4091,21.9583,24.4348,30.4348,40.2222,-99999.0000,21.6957,53.7917,72.7083
18,2013/01/16 00:00:00,62.0833,43.1667,35.0000,58.2917,61.3043,69.1176,53.1667,62.3913,44.6250,54.9524,28.2174,47.7727,58.9167,71.8696,-99999.0000,-99999.0000,66.1667,13.3636,54.3333,41.1250,14.1667,35.3750,15.0000,56.3750,34.4783,53.1000,51.8750,39.0870,65.9167,54.2609,60.1250,48.4167,46.7083,46.6667,61.4167,60.5000,42.1250,41.5417,57.4583,76.5000,81.0500,65.1739,66.9167,52.3333,43.8333,56.8696,58.1667,34.5833,31.9565,61.5455,14.4167,54.4583,45.6667,47.4348,-99999.0000,43.2500,34.0833,32.0000,49.2500,77.6667,-99999.0000,57.2500,55.0833,50.0870,48.5417,37.6818,16.0000,28.0870,44.7917,48.4167,45.6250,-99999.0000,39.0000,49.7826,70.7500
19,2013/01/17 00:00:00,55.7917,37.6667,32.0870,48.9167,60.5417,59.5000,39.3043,53.4167,42.2917,43.8824,27.5833,49.7917,54.3750,61.0833,-99999.0000,-99999.0000,54.0000,16.0000,45.7083,37.4583,17.7826,40.2273,13.6667,46.2609,30.5417,43.7500,48.2083,38.6667,55.8333,51.5000,49.3913,52.8696,37.7917,43.1667,59.5652,59.4167,38.7917,43.1667,57.1667,65.6522,72.3333,57.2917,64.3333,47.2609,36.3636,46.7083,55.5417,36.5417,29.7083,60.0000,16.0833,50.4091,40.6667,45.5000,45.1250,37.9565,35.2500,29.2500,46.7500,67.6250,-99999.0000,52.9524,54.2917,41.5238,43.6957,34.1250,18.9545,28.4583,41.2917,-99999.0000,42.7500,32.8571,36.7500,50.5833,65.7917
20,2013/01/18 00:00:00,39.3333,22.3333,22.0417,29.0476,56.6818,54.1667,34.0455,54.3750,31.2917,25.2917,18.8750,46.1250,34.0000,58.9167,-99999.0000,-99999.0000,43.6667,16.6667,24.0000,27.0870,12.7083,23.1667,12.7500,26.6667,18.0000,24.7826,39.2500,18.4583,31.2083,35.4583,32.8750,50.2917,21.0000,37.0435,49.5217,63.0833,19.1667,46.4783,35.4583,51.5417,58.6250,48.5000,52.4167,36.1667,22.0000,29.3333,43.1739,24.0000,17.2917,46.8182,14.8333,32.3333,21.4167,22.9583,22.4583,20.0000,23.3750,14.9167,29.7917,64.0435,-99999.0000,38.6667,41.7917,26.1250,23.8750,22.0000,12.7500,20.3333,23.0833,22.5500,25.9167,25.7917,18.5833,47.0000,56.3043
21,2013/01/19 00:00:00,53.7500,15.5833,18.6250,49.6667,64.3750,63.4583,49.2917,55.1667,19.1250,28.2778,11.2083,53.4167,44.1250,57.0833,-99999.0000,-99999.0000,50.5417,11.1250,27.6667,18.2917,8.9583,40.0417,10.2083,39.3750,9.0000,17.9583,42.2917,26.4167,47.9167,28.9583,36.2083,53.3333,35.0417,49.7917,53.2083,58.3333,21.9167,52.2083,46.2500,60.5417,68.2917,52.2778,54.0833,27.0833,35.2917,45.0000,55.5000,10.7083,13.2917,61.8750,7.6250,35.9583,15.1667,19.3333,33.8750,17.7917,16.3333,4.4583,34.3333,60.6667,-99999.0000,52.3750,58.2917,23.2083,42.3750,10.9500,8.3333,13.7500,16.8333,28.1667,39.5833,17.0417,31.2917,60.2083,58.9583
22,2013/01/20 00:00:00,57.5833,38.0417,34.1667,56.1250,65.3913,64.6667,55.2500,60.1250,35.1667,45.4118,13.5833,61.8750,52.9583,65.7917,-99999.0000,-99999.0000,58.7917,9.3750,34.2083,27.2500,6.3913,55.6250,6.3333,51.0000,20.0000,27.4167,44.0000,42.1667,56.1250,24.1667,48.8261,49.4583,39.3750,51.2500,65.0417,61.9130,37.6667,39.2083,58.3333,68.8750,77.2727,63.5417,66.5000,44.8333,29.9583,64.0833,56.8750,32.9167,17.4500,62.0833,7.7917,-99999.0000,31.7917,47.0000,47.4167,40.2500,27.6667,13.2917,50.5417,69.5833,-99999.0000,63.9167,58.4583,42.0833,56.2083,18.7500,9.4348,16.0417,34.0833,46.5000,57.6667,26.5417,36.1250,51.7083,72.4583
23,2013/01/21 00:00:00,75.6957,41.9583,42.7222,69.0833,48.7273,78.9565,63.2083,57.1667,42.8261,43.7273,14.4167,75.0500,67.5652,62.7500,-99999.0000,-99999.0000,57.2609,5.4583,37.3750,30.8750,9.0833,56.8182,4.9583,49.0455,19.5417,28.0000,41.3478,41.8333,73.0000,27.1250,64.8333,42.6250,50.4783,62.9167,69.3750,47.7083,35.3478,44.6667,70.6667,72.9130,67.6522,68.7500,71.3333,49.0833,45.7500,70.0000,69.8333,33.0000,23.1304,80.4583,5.5652,58.7500,30.7917,43.7500,57.0000,41.7917,34.8333,10.6087,54.5652,64.7500,-99999.0000,71.8750,71.3913,46.0000,63.3750,23.2500,10.9565,15.3750,42.2500,42.7500,57.0000,35.3333,42.0435,66.3333,74.7083
24,2013/01/22 00:00:00,73.5000,29.5217,27.7083,55.5217,63.7500,72.5833,54.9375,75.2917,32.8333,41.7778,24.9167,54.4583,60.9167,85.0417,-99999.0000,-99999.0000,79.6667,16.5217,33.2174,40.6250,13.3913,46.0000,17.5833,38.5833,21.6957,33.8333,61.3750,35.1250,63.4706,51.6250,56.2174,64.5833,42.6250,50.6250,76.9130,74.5000,31.7500,40.5833,62.1739,84.8333,84.1667,82.7083,77.8696,39.2500,35.0000,55.2500,67.8333,22.2381,24.8333,75.9583,14.2083,48.6250,29.8333,26.8333,47.8750,31.6250,26.9565,22.8696,46.0870,87.8750,-99999.0000,64.8696,66.2500,33.8333,48.4167,27.2500,7.0417,25.6250,32.0417,38.8333,46.5833,26.0909,30.5833,62.6522,79.8696
25,2013/01/23 00:00:00,55.8333,45.5833,39.8696,53.5833,73.4783,59.8333,45.5652,66.8750,48.6250,44.9545,37.3750,52.5833,56.2917,81.2609,-99999.0000,-99999.0000,73.2500,9.7083,43.7917,45.0000,10.0417,53.8333,19.5000,49.2083,39.9583,46.2500,51.9167,35.3750,59.0417,40.6667,52.0833,63.6087,44.7500,53.5833,68.8333,74.5217,40.6667,46.5217,50.2273,73.4583,78.7083,71.6667,72.4167,53.2500,37.7917,57.5652,55.3333,42.7500,32.1667,57.6087,8.2083,43.7917,45.4783,43.2500,50.2917,49.8750,45.9130,38.1739,45.9583,85.1667,50.2500,50.8333,53.0000,49.3750,43.1739,43.0000,12.7826,43.2609,47.4583,46.0000,39.4583,43.7917,33.8750,66.5417,66.7083
26,2013/01/24 00:00:00,94.5217,73.4583,62.5833,90.0870,98.9583,106.8750,75.2632,98.7500,74.4167,79.6250,58.0000,93.6667,81.9167,109.0833,-99999.0000,-99999.0000,102.0417,28.0833,72.5000,69.6667,16.5000,77.9167,28.5652,72.9167,60.0417,67.6087,69.0833,67.1667,99.1250,64.5833,79.5417,96.4167,73.5455,83.1667,102.7083,95.3750,61.7500,62.8261,81.1250,107.0000,108.3333,110.6957,108.4583,76.1667,61.2381,85.4167,92.0870,68.0435,46.6667,99.6818,22.2917,72.6250,70.3333,73.5000,72.9565,70.6667,67.7917,58.9583,72.8750,115.5789,70.3043,89.8750,92.2500,74.2500,80.2083,63.9130,30.5417,61.8750,73.1250,70.0417,74.5000,70.1250,69.5417,97.1250,98.3750
27,2013/01/25 00:00:00,76.2083,58.0000,50.0000,60.3333,107.1739,89.6250,59.8333,89.5909,66.9583,67.7500,44.0417,76.2917,67.0417,97.5417,-99999.0000,-99999.0000,87.7917,30.4167,59.0417,59.1667,17.3750,66.0417,33.1250,62.3750,46.2083,51.4167,76.6364,52.5417,77.0000,65.5833,72.9167,85.6250,62.7917,71.2609,89.0000,101.2500,53.6667,64.3750,68.9167,95.0435,93.2917,88.0417,91.5833,60.5833,56.0833,67.3478,76.1250,53.5417,43.0000,79.1250,22.0833,68.8750,55.0833,57.7917,65.5833,53.4167,62.2500,45.1667,62.4167,104.7500,57.0000,72.0417,73.5417,62.2609,66.0417,54.5000,14.8750,51.0417,61.2609,59.3750,57.3333,63.0833,56.0000,82.9565,84.7826
28,2013/01/26 00:00:00,51.4583,20.4167,21.2500,45.5833,83.9583,67.8750,52.9048,77.4167,26.8333,24.7391,14.7917,60.0417,42.5000,78.7500,-99999.0000,-99999.0000,71.2083,18.2917,21.5417,24.5000,33.6250,30.0417,17.6250,27.2917,18.9583,23.0417,61.9167,24.4583,48.0000,34.5833,34.2083,71.4167,25.0833,56.0000,69.4583,80.9583,19.8333,66.0000,42.4167,79.2917,78.3750,70.0000,73.8750,31.3333,31.4167,38.1667,56.5833,19.9583,19.7917,55.2500,22.2083,32.2500,21.0417,22.5833,25.9167,20.6667,22.0000,16.4583,26.9583,88.1667,18.1667,45.3333,54.5000,24.7500,37.8333,19.3333,7.4583,19.6250,24.8333,27.4583,38.0417,25.2500,25.1250,72.0833,69.1250
29,2013/01/27 00:00:00,41.8333,31.9583,30.7500,33.2083,72.9167,47.4583,23.4583,58.3750,39.5417,36.7500,27.5000,40.6250,38.6667,61.7500,-99999.0000,-99999.0000,53.5417,18.4167,34.7083,32.5417,13.6667,34.9167,18.8750,38.6667,25.1667,30.8750,47.8750,26.7083,44.7500,41.0833,40.1667,53.7500,28.2917,35.7083,53.2917,66.5833,29.0000,46.2500,37.3333,60.0833,59.6250,52.6250,56.9583,39.4583,27.9167,32.3333,46.2500,31.9167,25.2083,47.8333,15.9167,39.0000,31.5000,32.5217,29.4583,28.5833,35.6667,24.2917,33.8750,67.5833,30.5833,38.7917,39.8750,35.1667,31.6250,27.6667,22.6522,30.8750,34.3750,32.2500,25.3750,34.6667,26.6667,45.5417,56.8333
30,2013/01/28 00:00:00,32.4167,16.4783,16.4583,45.7500,52.3913,48.5455,39.2917,64.5417,21.9167,24.8333,18.2083,47.2857,32.1304,55.9583,-99999.0000,-99999.0000,49.2174,17.2917,21.4583,20.5417,17.5417,27.0000,16.8333,26.5833,14.2083,15.0833,39.8750,18.7917,32.5417,22.8750,24.7083,46.3889,32.6250,52.0833,52.1250,57.7500,15.3913,37.7917,25.9583,52.5417,52.8636,50.1667,52.6250,25.0417,39.7500,40.6250,37.3333,16.1250,-99999.0000,39.9167,16.4167,23.3333,16.0000,19.2381,28.0833,15.6667,17.1667,7.9583,23.1739,61.2083,14.8333,32.5417,35.7917,21.1304,43.4348,14.3913,12.2174,20.4167,19.9565,22.3043,39.9565,14.6522,21.6667,59.3478,53.3333
31,2013/01/29 00:00:00,50.0000,40.0417,37.6250,50.3478,47.0833,61.6250,39.1304,46.4348,36.6667,39.0833,22.7500,46.0000,43.2609,47.1667,-99999.0000,-99999.0000,42.5833,15.2917,34.4167,35.8750,14.0870,49.1667,13.8261,46.3333,19.4762,32.1304,33.1429,41.1250,54.3043,22.7083,38.8696,29.4348,36.3750,38.9583,41.4583,39.4167,33.6250,33.0417,41.2609,47.3750,48.4167,46.7391,47.2500,46.7083,35.6522,49.8333,51.0000,35.1250,-99999.0000,53.6522,13.5417,34.6957,32.8750,38.6250,44.5417,40.7826,33.7500,19.8261,41.4583,53.5417,39.5217,46.5909,48.9130,45.8500,40.0870,31.2500,27.6667,30.6250,44.9583,41.5833,40.7917,32.8333,38.6522,39.9167,50.8750
32,2013/01/30 00:00:00,57.0870,38.2917,34.2083,48.0417,49.3333,66.8750,39.3478,64.5833,46.0000,-99999.0000,35.4167,54.9167,49.0000,60.0000,-99999.0000,-99999.0000,59.8750,28.0870,38.0833,36.6667,22.7917,46.3478,27.0833,48.6522,27.6250,31.0417,39.2083,33.6522,54.7727,37.8750,49.9583,43.6667,42.3043,42.2174,63.2609,60.0000,30.2917,31.2609,50.1250,72.3478,66.1667,68.3333,70.0909,43.6250,33.7917,58.0435,52.2083,35.3913,-99999.0000,61.7500,30.0000,47.3750,36.1667,41.3750,43.8261,34.0833,37.0833,23.9167,49.1250,68.2083,34.8750,53.5833,58.8333,41.8750,47.3478,31.6087,23.7917,36.0000,37.6667,37.6250,45.1250,37.3750,33.0000,41.9167,70.6250
